sentence,sentiment,opinion,aspect,subjectivity
A great price and very good quality . extremely soft .,POS,Very,quality,0
"A little dramatic for every day use ( they are dance tights , after all ) , but they are perfect for awesome super shiny legs to kick butt with !",POS,perfect,they,0
A little on the smaller side,NEG,smaller,,0
"A little pricey , but worth it .",NEG,a,,0
"A little pricey , but worth it .",NEG,little,,0
"A little pricey , but worth it .",NEG,pricey,,0
"A little pricey , but worth it .",POS,worth,,0
a little smaller than expected,NEG,a,,0
a little smaller than expected,NEG,little,,0
a little smaller than expected,NEG,smaller,,0
"A little stiff , but I expect that will resolve .",NEG,a,,0
"A little stiff , but I expect that will resolve .",NEG,little,,0
"A little stiff , but I expect that will resolve .",NEG,stiff,,0
A little tight around hips and thighs but I wore them all day on Halloween .,NEG,a,them,0
A little tight around hips and thighs but I wore them all day on Halloween .,NEG,little,them,0
A little tight around hips and thighs but I wore them all day on Halloween .,NEG,tight,them,0
A little too small but they are ok,NEU,ok,they,1
A little too small but they are ok,NEG,little,they,0
A little too small but they are ok,NEG,small,they,0
A little too small but they are ok,NEG,too,they,0
A lot of nice comments on looks .,POS,nice,looks,0
A NICE JEAN SHIRT THAT FITS ME AS EXPECTED AND WORKS WELL WITH MY OUTFITS .,POS,FITS,JEAN,0
A NICE JEAN SHIRT THAT FITS ME AS EXPECTED AND WORKS WELL WITH MY OUTFITS .,POS,FITS,shirt,0
A NICE JEAN SHIRT THAT FITS ME AS EXPECTED AND WORKS WELL WITH MY OUTFITS .,POS,nice,JEAN,0
A NICE JEAN SHIRT THAT FITS ME AS EXPECTED AND WORKS WELL WITH MY OUTFITS .,POS,nice,shirt,0
A NICE JEAN SHIRT THAT FITS ME AS EXPECTED AND WORKS WELL WITH MY OUTFITS .,POS,well,JEAN,0
A NICE JEAN SHIRT THAT FITS ME AS EXPECTED AND WORKS WELL WITH MY OUTFITS .,POS,well,shirt,0
"A small point , but one that knocked a star off this review for me .",NEG,,,1
"A very dependable , comfortable shoe !",POS,comfortable,shoe,0
"A very dependable , comfortable shoe !",POS,dependable,shoe,0
"A very dependable , comfortable shoe !",POS,very,shoe,0
A welcome addition to the product line .,POS,welcome,,0
aa little tight but will work,NEU,,,1
aa little tight but will work,NEG,aa,,0
aa little tight but will work,NEG,little,,0
aa little tight but will work,NEG,tight,,0
About a half size too large .,NEG,large,,0
About a half size too large .,NEG,too,,0
Absolutely horrible .,NEG,absolutely,,0
Absolutely horrible .,NEG,horrible,,0
Absolutely love the color of this hoodie !,POS,absolutely,color,0
Absolutely love the color of this hoodie !,POS,love,color,0
Absolutely love these !,POS,absolutely,,0
Absolutely love these !,POS,love,,0
Absolutely love this elegant blouse .,POS,Absolutely,blouse,0
Absolutely love this elegant blouse .,POS,elegant,blouse,0
Absolutely love this elegant blouse .,POS,love,blouse,0
Acceptable as a casual shoe worn with skirts or dresses .,NEU,Acceptable,shoe,1
"Actually , most Life Stride shoes are comfortable for me .",POS,comfortable,Shoes,0
"After 3 weeks my hip/iliac/ gluteus medius , whatever , was so sore on my left side , I can not get up from lying or sitting with out crying out in anguish !",NEG,anguish,,0
After a few hour 's of wear they fit great .,POS,great,they,0
After having it for 5 months it is still in great shape !,POS,great,shape,0
After reading previous reviews I made sure I ordered a half size larger than my usual street shoes and it was a perfect fit .,POS,perfect,,0
After reading the other reviews I was glad I ordered a half size larger than normal .,POS,glad,,0
"After reading the reviews that the ran alittle small , I ordered 1/2 size larger and they turned out too big to walk in .",NEG,big,they,0
"After reading the reviews that the ran alittle small , I ordered 1/2 size larger and they turned out too big to walk in .",NEG,too,they,0
"After taking a look at the size chart on the packaging , I didn't even bother to try these on and instead returned them immediately .",NEG,,them,1
After wearing them all day it gets a little tight and irritating .,NEG,a,them,0
After wearing them all day it gets a little tight and irritating .,NEG,irritating,them,0
After wearing them all day it gets a little tight and irritating .,NEG,little,them,0
After wearing them all day it gets a little tight and irritating .,NEG,tight,them,0
"All it took was a 5 min conversation and they were ordered , paid for and he received them in about 5 days !",POS,,,1
"also - Minnetonka does NOT make a wide moccasin , there are NONE on their official website in this style .",NEG,,Minnetonka,1
"Also , bought this tan in a 7-1/2 C/D ( wide ) when in fact it is extremely narrow ..",NEG,extremely,,0
"Also , bought this tan in a 7-1/2 C/D ( wide ) when in fact it is extremely narrow ..",NEG,narrow,,0
"Also , maybe it 's because I got a different color , but these do n't seem as well made as the ones I 've gotten in the past .",POS,well,,0
"Also , shoe mall does not allow free returns .",NEG,,,1
"Also , the price is actually excellent .",POS,actually,price,0
"Also , the price is actually excellent .",POS,excellent,price,0
"Also , the very first day I wore them there was no break in period .",POS,,them,1
"Also , there is no groove in the bottom for the stitching .",NEG,,bottom,1
"Also , when they arrived the sticky bits which seal the box were not stuck to top and bottom tabs and the box was generally crushed like it had been sat upon .",NEG,,they,1
"Also the strap rubs my heel and makes a blister , so I need a band-aid for that .",NEG,,strap,1
Altho they are narrows they are a little wide and the heel strap is a bit loose .,NEG,a,heel,0
Altho they are narrows they are a little wide and the heel strap is a bit loose .,NEG,a,strap,0
Altho they are narrows they are a little wide and the heel strap is a bit loose .,NEG,a,They,0
Altho they are narrows they are a little wide and the heel strap is a bit loose .,NEG,bit,heel,0
Altho they are narrows they are a little wide and the heel strap is a bit loose .,NEG,bit,strap,0
Altho they are narrows they are a little wide and the heel strap is a bit loose .,NEG,little,They,0
Altho they are narrows they are a little wide and the heel strap is a bit loose .,NEG,loose,heel,0
Altho they are narrows they are a little wide and the heel strap is a bit loose .,NEG,loose,strap,0
Altho they are narrows they are a little wide and the heel strap is a bit loose .,NEG,narrows,They,0
Altho they are narrows they are a little wide and the heel strap is a bit loose .,NEG,wide,They,0
"Although I wear a narrow size , this one is still a little large .",NEG,a,one,0
"Although I wear a narrow size , this one is still a little large .",NEG,a,this,0
"Although I wear a narrow size , this one is still a little large .",NEG,large,one,0
"Although I wear a narrow size , this one is still a little large .",NEG,large,this,0
"Although I wear a narrow size , this one is still a little large .",NEG,little,one,0
"Although I wear a narrow size , this one is still a little large .",NEG,little,this,0
"Although the tights make the legs look beautiful , I have noticed the the seams are coming apart at the crotch .",POS,beautiful,tights,0
"Although these are n't perfect , they are VERY comfortable and I 'll be purchasing them again when my current pair is torn up .",NEU,are,They,1
"Although these are n't perfect , they are VERY comfortable and I 'll be purchasing them again when my current pair is torn up .",NEU,n't,They,1
"Although these are n't perfect , they are VERY comfortable and I 'll be purchasing them again when my current pair is torn up .",NEU,perfect,They,1
"Although these are n't perfect , they are VERY comfortable and I 'll be purchasing them again when my current pair is torn up .",POS,,them,1
"Although these are n't perfect , they are VERY comfortable and I 'll be purchasing them again when my current pair is torn up .",POS,comfortable,They,0
"Although these are n't perfect , they are VERY comfortable and I 'll be purchasing them again when my current pair is torn up .",POS,very,They,0
Always have liked Danskin for performimg !,POS,Liked,Danskin,0
Always loved Danskin products since I was little .,POS,loved,Danskin,0
Always loved Danskin products since I was little .,POS,loved,products,0
"Amazing , comfortable cute shoes .",POS,Amazing,Shoes,0
"Amazing , comfortable cute shoes .",POS,comfortable,Shoes,0
"Amazing , comfortable cute shoes .",POS,cute,Shoes,0
Amazing tights !,POS,Amazing,tights,0
"Amazon is good about returns , thank goodness .",POS,good,Amazon,0
Amazon is the seller of this marvelous necessary item for any ballerina .,POS,marvelous,item,0
Amazon is the seller of this marvelous necessary item for any ballerina .,POS,necessary,item,0
Amazon price was very good .,POS,good,price,0
Amazon price was very good .,POS,Very,price,0
"Amazon shipped quickly , the watch is beautiful and I am very happy .",POS,Beautiful,watch,0
"Amazon shipped quickly , the watch is beautiful and I am very happy .",POS,happy,watch,0
"Amazon shipped quickly , the watch is beautiful and I am very happy .",POS,quickly,Amazon,0
"Amazon shipped quickly , the watch is beautiful and I am very happy .",POS,Very,watch,0
An excellent value for the price !,POS,Excellent,price,0
And has become one of my favorite go-tos .,POS,favorite,,0
And I will keep on buying them as long as my daughter keeps growing with them .,POS,,them,1
And the color is exactly as pictured .,POS,,color,1
"and the S/M fits me well in the legs , but from other reviews I knew the waist was going to be small , so I 'm just dealing with it , but very pleased with the color .",POS,pleased,color,0
"and the S/M fits me well in the legs , but from other reviews I knew the waist was going to be small , so I 'm just dealing with it , but very pleased with the color .",POS,Very,color,0
"and the S/M fits me well in the legs , but from other reviews I knew the waist was going to be small , so I 'm just dealing with it , but very pleased with the color .",POS,well,,0
And the size C has me pulling them up frequently .,NEG,frequently,them,0
And they hide everything .,POS,,they,1
and they hold up way better than anything else i 've ever tried,POS,better,they,0
And they JUST fit !,POS,fit,They,0
And they JUST fit !,POS,Just,They,0
"And turn out this one is perfect for my daughter ( 5 ' 7 , 120lb ) .",POS,perfect,,0
Another complaint is that they are so hard to find !,NEG,,they,1
Arms too baggy .,NEG,baggy,arms,0
Arms too baggy .,NEG,too,arms,0
Arrived quickly and as described .,POS,,,1
Arrived quickly and as described .,POS,quickly,,0
"As always , Danskin has quality products , this one is no different !",POS,,products,1
"As for their purpose , I had no problems dancing in them : they were smooth enough to let me spin without issue and gave me traction so I was n't spinning out of control .",POS,,them,1
"As for their purpose , I had no problems dancing in them : they were smooth enough to let me spin without issue and gave me traction so I was n't spinning out of control .",POS,enough,they,0
"As for their purpose , I had no problems dancing in them : they were smooth enough to let me spin without issue and gave me traction so I was n't spinning out of control .",POS,smooth,they,0
"As I fall firmly into the first category and only wear them for dancing , they work very well for me .",POS,Very,they,0
"As I fall firmly into the first category and only wear them for dancing , they work very well for me .",POS,well,they,0
"As long as I won't have any flash photos taken of me , or be under any stage lights , they will not be overwhelming.While these are about three times the cost of most pantyhose you 'd buy at the supermarket , it is certainly a good investment for a sturdy pair of good quality , USA-made tights .",POS,good,quality,0
"As long as I won't have any flash photos taken of me , or be under any stage lights , they will not be overwhelming.While these are about three times the cost of most pantyhose you 'd buy at the supermarket , it is certainly a good investment for a sturdy pair of good quality , USA-made tights .",POS,good,tights,0
"As long as I won't have any flash photos taken of me , or be under any stage lights , they will not be overwhelming.While these are about three times the cost of most pantyhose you 'd buy at the supermarket , it is certainly a good investment for a sturdy pair of good quality , USA-made tights .",POS,sturdy,tights,0
"As other reviewers noted , they run narrow .",NEG,narrow,they,0
"As others have said , the material is not very giving .",NEG,giving,material,0
"As others have said , the material is not very giving .",NEG,not,material,0
"As others have said , the material is not very giving .",NEG,very,material,0
"As they are transition tights , she could pull the feet up and use them with her foot undeez , but they were too small to wear over her feet for her other dance shoes .",NEG,small,They,0
"As they are transition tights , she could pull the feet up and use them with her foot undeez , but they were too small to wear over her feet for her other dance shoes .",NEG,too,They,0
"As warned in other reviews , I ordered a half size up and it fits perfectly .",POS,perfectly,,0
Aside from that I 'm quite happy with the product .,POS,happy,product,0
Aside from that I 'm quite happy with the product .,POS,quite,product,0
"At 5'11 , I didn't really need any additional height but the little heel does make it easier to stay on my toes and move my feet faster .",POS,,heel,1
At this point I would strongly recommend these as a buy .,POS,recommend,,0
At this point I would strongly recommend these as a buy .,POS,strongly,,0
At this price unbeatable deal .,POS,,price,1
"Average size woman , 5 ' 7 150lbs , ordered a large and should always get XL for comfort !",NEG,,,1
Avoid.Port Authority Women 's Silk Touch Polo run w-a-y big .,NEG,Avoid.Port,Polo,0
Avoid.Port Authority Women 's Silk Touch Polo run w-a-y big .,NEG,Avoid.Port,Silk,0
Avoid.Port Authority Women 's Silk Touch Polo run w-a-y big .,NEG,Avoid.Port,Touch,0
Avoid.Port Authority Women 's Silk Touch Polo run w-a-y big .,NEG,big,Polo,0
Avoid.Port Authority Women 's Silk Touch Polo run w-a-y big .,NEG,big,Silk,0
Avoid.Port Authority Women 's Silk Touch Polo run w-a-y big .,NEG,big,Touch,0
Awesome .,POS,Awesome,,0
Awesome find !,POS,Awesome,,0
Awesome fit great look,POS,Awesome,,0
Awesome fit great look,POS,great,look,0
Awesome for wearing for those more revealing cosplays ... At first I was scared when I got it because it was a lot darker than my actual skin tone but when I put it on it stretched out and matched it a lot better ... No one knew I was wearing tights !,NEG,a,tights,0
Awesome for wearing for those more revealing cosplays ... At first I was scared when I got it because it was a lot darker than my actual skin tone but when I put it on it stretched out and matched it a lot better ... No one knew I was wearing tights !,NEG,darker,tights,0
Awesome for wearing for those more revealing cosplays ... At first I was scared when I got it because it was a lot darker than my actual skin tone but when I put it on it stretched out and matched it a lot better ... No one knew I was wearing tights !,NEG,lot,tights,0
Awesome for wearing for those more revealing cosplays ... At first I was scared when I got it because it was a lot darker than my actual skin tone but when I put it on it stretched out and matched it a lot better ... No one knew I was wearing tights !,NEG,scared,tights,0
Awesome for wearing for those more revealing cosplays ... At first I was scared when I got it because it was a lot darker than my actual skin tone but when I put it on it stretched out and matched it a lot better ... No one knew I was wearing tights !,POS,a,tights,0
Awesome for wearing for those more revealing cosplays ... At first I was scared when I got it because it was a lot darker than my actual skin tone but when I put it on it stretched out and matched it a lot better ... No one knew I was wearing tights !,POS,Awesome,,0
Awesome for wearing for those more revealing cosplays ... At first I was scared when I got it because it was a lot darker than my actual skin tone but when I put it on it stretched out and matched it a lot better ... No one knew I was wearing tights !,POS,better,tights,0
Awesome for wearing for those more revealing cosplays ... At first I was scared when I got it because it was a lot darker than my actual skin tone but when I put it on it stretched out and matched it a lot better ... No one knew I was wearing tights !,POS,lot,tights,0
"Awesome tights , I will be buying more .",POS,,tights,1
"Awesome tights , I will be buying more .",POS,Awesome,tights,0
"Awesome very comfy bottom of feet , sturdy",POS,Awesome,,0
"Awesome very comfy bottom of feet , sturdy",POS,comfy,,0
"Awesome very comfy bottom of feet , sturdy",POS,sturdy,,0
"Awesome very comfy bottom of feet , sturdy",POS,Very,,0
"Barring the fact that it came in a decrepit box , something no department store would give you brand new shoes in , it fitted as expected and was comfortable .",POS,,,1
"Barring the fact that it came in a decrepit box , something no department store would give you brand new shoes in , it fitted as expected and was comfortable .",POS,comfortable,,0
Based on the reviews I sized up to XL and they fit .,POS,fit,they,0
"Be aware , the color is very vibrant .",NEG,very,color,0
"Be aware , the color is very vibrant .",NEG,vibrant,color,0
"Beats pantyhose hands down , and they 're DURABLE .",POS,durable,they,0
"Beautiful , awesome boots if you get them from a none junk shop !",POS,Awesome,boots,0
"Beautiful , awesome boots if you get them from a none junk shop !",POS,Beautiful,boots,0
"Beautiful , hides flaws and dimples and leaves confident legs .",POS,beautiful,,0
Beautiful color - got the light blue .,POS,Beautiful,color,0
Beautiful color ... ..tempted to buy another one !,POS,,,1
Beautiful color ... ..tempted to buy another one !,POS,Beautiful,color,0
Beautiful dance tights .,POS,Beautiful,dance,0
Beautiful dance tights .,POS,Beautiful,tights,0
Beautiful shoe,POS,Beautiful,shoe,0
"Beautifully simple , and after wearing them outside a couple times , I have n't noticed any slippage .",POS,,them,1
"Beautifully simple , and after wearing them outside a couple times , I have n't noticed any slippage .",POS,Beautifully,them,0
"Beautifully simple , and after wearing them outside a couple times , I have n't noticed any slippage .",POS,simple,them,0
"Because strap is not adjustable , it does not stay on my heel , a problem .",NEG,adjustable,strap,0
"Because strap is not adjustable , it does not stay on my heel , a problem .",NEG,not,strap,0
Best pair of boots I have purchased so far .,POS,best,boots,0
Best tights around .,POS,best,tights,0
Better than hose .,POS,better,,0
"Both are/were great , comfortable shoes .",POS,comfortable,shoes,0
"Both are/were great , comfortable shoes .",POS,great,shoes,0
"Both models fit me like the description from Capezio predicted ( one like street shoe size , the other half a size up ) .",POS,,models,1
Both toes ran in the same spot the first time I wore them .,NEG,,them,1
Bought a couple more just to have it around ; besides these are great under pants in the winter time .,POS,great,,0
"Bought a Hanes large , not nearly as generous , or as long , as this is .",POS,,Hanes,1
"Bought a Hanes large , not nearly as generous , or as long , as this is .",POS,,,1
Bought a second Ash/Grey sweater because the first one fit so well and is so warm .,POS,so,first,0
Bought a second Ash/Grey sweater because the first one fit so well and is so warm .,POS,so,,0
Bought a second Ash/Grey sweater because the first one fit so well and is so warm .,POS,warm,first,0
Bought a second Ash/Grey sweater because the first one fit so well and is so warm .,POS,well,first,0
Bought a second Ash/Grey sweater because the first one fit so well and is so warm .,POS,well,,0
bought it for my mother and she always wears it .,POS,,,1
"bought these fir my boyfriend and he loves them , thank you very much for the great boots",POS,Great,boots,0
"bought these fir my boyfriend and he loves them , thank you very much for the great boots",POS,loves,them,0
Bought this as a gift for my boyfriend and he loves it !,POS,loves,,0
"Bought this for my daughter to wear with a cosplay outfit , they looked great !",POS,great,they,0
Broke in quick .,POS,,,1
"But , once on , they are the most moldable , soft , well fitting and supportive sandals I have .",POS,moldable,sandals,0
"But , once on , they are the most moldable , soft , well fitting and supportive sandals I have .",POS,most,sandals,0
"But , once on , they are the most moldable , soft , well fitting and supportive sandals I have .",POS,soft,sandals,0
"But , once on , they are the most moldable , soft , well fitting and supportive sandals I have .",POS,supportive,sandals,0
"But , once on , they are the most moldable , soft , well fitting and supportive sandals I have .",POS,the,sandals,0
"But , once on , they are the most moldable , soft , well fitting and supportive sandals I have .",POS,well,sandals,0
But after you wear them around for couple hours they do seem to fit better .,POS,better,they,0
"But any formal event , it would be a must !",POS,,,1
but are good shoes,POS,good,Shoes,0
But do run a bit small and narrow .,NEG,a,,0
But do run a bit small and narrow .,NEG,bit,,0
But do run a bit small and narrow .,NEG,narrow,,0
But do run a bit small and narrow .,NEG,small,,0
"But however , these are by far the most comfortable shoes I 've ever worn in my life .",POS,comfortable,Shoes,0
"But however , these are by far the most comfortable shoes I 've ever worn in my life .",POS,most,Shoes,0
But I do recommend these tights .,POS,recommend,tights,0
But I loved them .,POS,loved,them,0
"But I needed danceable shoes that go with a dress , and these are good for that .",POS,good,,0
But I wear it as pj 's and at night !,POS,,,1
But I will totes wear them every time there is opportunity for dancing ... .. i.e .,POS,,them,1
But I would recommend them .,POS,recommend,them,0
But it 's still such a bargain that I did not return it .,POS,bargain,,0
But let it be known that you still need to buy taps for them .,NEG,,them,1
But overall I 'm glad I purchased them .,POS,glad,them,0
but price is right so this is my second oair .,POS,right,price,0
BUT STYLE AND COLOR ARE GREAT .,POS,great,color,0
BUT STYLE AND COLOR ARE GREAT .,POS,great,style,0
but the for the price it 's more then worth it !,POS,,price,1
"But the thickness and quality is very good so if you 're going for either the Hooters looks or dance recital and need to have good coverage , these will work great .",POS,good,,0
"But the thickness and quality is very good so if you 're going for either the Hooters looks or dance recital and need to have good coverage , these will work great .",POS,good,quality,0
"But the thickness and quality is very good so if you 're going for either the Hooters looks or dance recital and need to have good coverage , these will work great .",POS,good,thickness,0
"But the thickness and quality is very good so if you 're going for either the Hooters looks or dance recital and need to have good coverage , these will work great .",POS,great,,0
"But the thickness and quality is very good so if you 're going for either the Hooters looks or dance recital and need to have good coverage , these will work great .",POS,Very,quality,0
"But the thickness and quality is very good so if you 're going for either the Hooters looks or dance recital and need to have good coverage , these will work great .",POS,Very,thickness,0
"But then when I found it on your site recently , I was thrilled , and ordered another pair .",POS,thrilled,,0
"But they are definitely eye catching with the toe and heel clips which has gotten me many compliments , so this is why I gave it three stars not one .",POS,catching,they,0
"But they are definitely eye catching with the toe and heel clips which has gotten me many compliments , so this is why I gave it three stars not one .",POS,definitely,they,0
"But they are definitely eye catching with the toe and heel clips which has gotten me many compliments , so this is why I gave it three stars not one .",POS,eye,they,0
But they are just a little tight and not quite long enough .,NEG,a,They,0
But they are just a little tight and not quite long enough .,NEG,enough,They,0
But they are just a little tight and not quite long enough .,NEG,little,They,0
But they are just a little tight and not quite long enough .,NEG,long,They,0
But they are just a little tight and not quite long enough .,NEG,NOT,They,0
But they are just a little tight and not quite long enough .,NEG,quite,They,0
But they are just a little tight and not quite long enough .,NEG,tight,They,0
"But they do hold up on they 're own pretty well once they are worn in a couple hours , that is of course if you plan to wear them 8 or more hours a day .",POS,pretty,they,0
"But they do hold up on they 're own pretty well once they are worn in a couple hours , that is of course if you plan to wear them 8 or more hours a day .",POS,well,they,0
But they have one major flaw : the waistband is way too tight .,NEG,tight,waistband,0
But they have one major flaw : the waistband is way too tight .,NEG,too,waistband,0
But unfortunately it was the regular hard elastic .,NEG,unfortunately,,0
But what the hell with the price increase ? ? !,NEG,hell,price,0
"But when i wore them to a one hour tango class , followed by a milonga ( dance party ) i had to take the shoes off because the heel cup rubbed the side of my ankle horribly .",NEG,,cup,1
"But when i wore them to a one hour tango class , followed by a milonga ( dance party ) i had to take the shoes off because the heel cup rubbed the side of my ankle horribly .",NEG,,heel,1
But works great and very durable .,POS,durable,,0
But works great and very durable .,POS,great,,0
But works great and very durable .,POS,Very,,0
Buy THEM !,POS,,them,1
Buying more right now .,POS,,,1
Came in plenty of time .,POS,,,1
Came in quickly and were as I expected them to be .,POS,quickly,them,0
Can be worn day or night .,POS,,,1
Can be worn dressy or casual .,POS,,,1
Can be worn either dressed up or dressed down .,POS,,,1
Capezio are the best tights ever .,POS,best,tights,0
Capezio 's transition tights were definitely made for the dancer .,POS,,tights,1
Capezio 's transition tights were definitely made for the dancer .,POS,,transition,1
"changing my review after this new pair arrived , the package had clearly been opened , the tights were out of the sleeve and there were someone else 's feet marks in the hosiery .",NEG,,tights,1
Classic and comfortable in a rich dark blue .,POS,Classic,,0
Classic and comfortable in a rich dark blue .,POS,comfortable,,0
"Closed-toe shoes are painful for my arthritic feet , so this style is perfect if you need something a little on the dressier side with a slight heel .",POS,painful,Closed-toe,0
"Closed-toe shoes are painful for my arthritic feet , so this style is perfect if you need something a little on the dressier side with a slight heel .",POS,painful,Shoes,0
"Closed-toe shoes are painful for my arthritic feet , so this style is perfect if you need something a little on the dressier side with a slight heel .",POS,perfect,style,0
Color is quite a bit brighter than pictured- I like the real color better than the one in the picture .,POS,a,color,0
Color is quite a bit brighter than pictured- I like the real color better than the one in the picture .,POS,bit,color,0
Color is quite a bit brighter than pictured- I like the real color better than the one in the picture .,POS,brighter,color,0
Color is quite a bit brighter than pictured- I like the real color better than the one in the picture .,POS,like,color,0
Color is really beautiful .,POS,Beautiful,color,0
Color is really beautiful .,POS,really,color,0
Color was a bit darker than expected so I returned and got the next lighter shade .,NEG,a,color,0
Color was a bit darker than expected so I returned and got the next lighter shade .,NEG,bit,color,0
Color was a bit darker than expected so I returned and got the next lighter shade .,NEG,darker,color,0
"Come on , if you can't provide wide , don't advertise as wide .",NEG,,,1
Comfortable,POS,comfortable,,0
"Comfortable , nice hieght and affordable .",POS,affordable,,0
"Comfortable , nice hieght and affordable .",POS,comfortable,,0
"Comfortable , nice hieght and affordable .",POS,nice,hieght,0
"Comfortable , soft and cool .",POS,comfortable,,0
"Comfortable , soft and cool .",POS,cool,,0
"Comfortable , soft and cool .",POS,soft,,0
Comfortable and attractive .,POS,attractive,,0
Comfortable and attractive .,POS,comfortable,,0
Comfortable and cute .,POS,comfortable,,0
Comfortable and cute .,POS,cute,,0
"Comfortable and fit well , but the inner fabric peeled up within a few weeks .",NEG,,fabric,1
"Comfortable and fit well , but the inner fabric peeled up within a few weeks .",POS,comfortable,,0
"Comfortable and fit well , but the inner fabric peeled up within a few weeks .",POS,well,,0
Comfortable and nice looking .,POS,comfortable,,0
Comfortable and nice looking .,POS,nice,,0
Comfortable and stylish .,POS,comfortable,,0
Comfortable and stylish .,POS,stylish,,0
Comfortable and warm .,POS,comfortable,,0
Comfortable and warm .,POS,warm,,0
Comfortable but heel strap slides down .,NEG,,heel,1
Comfortable but heel strap slides down .,NEG,,strap,1
Comfortable but heel strap slides down .,POS,comfortable,,0
Comfortable right away !,POS,comfortable,,0
Comfortable sandals .,POS,comfortable,sandals,0
Comfortable shoe .,POS,comfortable,shoe,0
Comfortable to walk and stand for hours at a time .,POS,comfortable,,0
Comfy,POS,comfy,,0
"comfy , but not so much of a gabric",NEG,,,1
"comfy , but not so much of a gabric",POS,comfy,,0
Comfy shoe ... bought a pair for my Mom in beige ... says they are kind to her feet,POS,comfy,shoe,0
Comfy shoe ... bought a pair for my Mom in beige ... says they are kind to her feet,POS,kind,They,0
"Competitive price , durable item .",POS,Competitive,price,0
"Competitive price , durable item .",POS,durable,item,0
Complete waste of money .,NEG,,,1
confort,POS,confort,,0
Cosssssey ... love it .,POS,Cosssssey,,0
Cosssssey ... love it .,POS,love,,0
"Could be worn with skirts , shorts or capris .",POS,,,1
couldn't beat the price .,POS,,price,1
Cute .,POS,cute,,0
"Cute and Sweet , with just enough heal to be classy and sexy !",POS,classy,,0
"Cute and Sweet , with just enough heal to be classy and sexy !",POS,cute,,0
"Cute and Sweet , with just enough heal to be classy and sexy !",POS,sexy,,0
"Cute and Sweet , with just enough heal to be classy and sexy !",POS,Sweet,,0
Cute and very comfortable - like walking on air !,POS,comfortable,,0
Cute and very comfortable - like walking on air !,POS,Cute,,0
Cute and very comfortable - like walking on air !,POS,very,,0
Cute shoes but my size 8 's ran closer to size 7.5 in length .,POS,cute,Shoes,0
Dancer and she loves them .,POS,loves,them,0
Dancer was just glad to be covered and look like the other Ballerinas.We approve !,POS,glad,,0
Dancer was just glad to be covered and look like the other Ballerinas.We approve !,POS,just,,0
Danskin is always a great choice .,POS,great,Danskin,0
Daughter loves these ... very comfortable,POS,comfortable,,0
Daughter loves these ... very comfortable,POS,loves,,0
Daughter loves these ... very comfortable,POS,Very,,0
Daughter says they fit nice .,POS,nice,they,0
Daughter thought these were comfortable .,POS,comfortable,,0
Definitely got my money 's worth !,POS,,,1
Definitely uncomfortable around the waist with the elastic .,NEG,definitely,elastic,0
Definitely uncomfortable around the waist with the elastic .,NEG,definitely,the,0
Definitely uncomfortable around the waist with the elastic .,NEG,definitely,waist,0
Definitely uncomfortable around the waist with the elastic .,NEG,definitely,with,0
Definitely uncomfortable around the waist with the elastic .,NEG,uncomfortable,elastic,0
Definitely uncomfortable around the waist with the elastic .,NEG,uncomfortable,the,0
