sentence,sentiment,opinion,aspect,subjectivity
'- backlit and solid keyboard ( not flimsy or cheap ),POS,not,keyboard,0
'- backlit and solid keyboard ( not flimsy or cheap ),POS,or,keyboard,0
'- backlit and solid keyboard ( not flimsy or cheap ),POS,solid,keyboard,0
'- backlit keyboard rocks,POS,,backlit,1
'- backlit keyboard rocks,POS,,keyboard,1
'- backlit keyboard that ' s really quiet ( perfect for in - class typing or library use ),POS,perfect,backlit,0
'- backlit keyboard that ' s really quiet ( perfect for in - class typing or library use ),POS,perfect,keyboard,0
'- backlit keyboard that ' s really quiet ( perfect for in - class typing or library use ),POS,quiet,backlit,0
'- backlit keyboard that ' s really quiet ( perfect for in - class typing or library use ),POS,quiet,keyboard,0
'- battery life appears to be excellent,POS,excellent,battery,0
'- battery life appears to be excellent,POS,excellent,life,0
'- battery life is great .,POS,great,battery,0
'- battery life is great .,POS,great,life,0
'- battery life is pretty amazing at 10 - 11hrs,POS,amazing,battery,0
'- battery life is pretty amazing at 10 - 11hrs,POS,amazing,life,0
'- battery sucks .,NEG,sucks,battery,0
"'- beautiful , bright ips screen with full 1080p resolution",POS,beautiful,screen,0
"'- beautiful , bright ips screen with full 1080p resolution",POS,bright,screen,0
'- biggest disappointment is the track pad .,NEG,disappointment,pad,0
'- biggest disappointment is the track pad .,NEG,disappointment,track,0
"'- boot time , sleep time and wake time are crazy fast .",POS,crazy,boot,0
"'- boot time , sleep time and wake time are crazy fast .",POS,crazy,sleep,0
"'- boot time , sleep time and wake time are crazy fast .",POS,crazy,time,0
"'- boot time , sleep time and wake time are crazy fast .",POS,crazy,wake,0
"'- boot time , sleep time and wake time are crazy fast .",POS,fast,boot,0
"'- boot time , sleep time and wake time are crazy fast .",POS,fast,sleep,0
"'- boot time , sleep time and wake time are crazy fast .",POS,fast,time,0
"'- boot time , sleep time and wake time are crazy fast .",POS,fast,wake,0
'- ddr4 ram that is upgradable .,POS,upgradable,ddr4,1
'- ddr4 ram that is upgradable .,POS,upgradable,ram,1
'- display glass not glued well on one side .,NEG,glued,display,0
'- display glass not glued well on one side .,NEG,glued,glass,0
'- display glass not glued well on one side .,NEG,not,display,0
'- display glass not glued well on one side .,NEG,not,glass,0
'- display glass not glued well on one side .,NEG,well,display,0
'- display glass not glued well on one side .,NEG,well,glass,0
'- drives are now solid state drive .,NEU,,drive,1
'- drives are now solid state drive .,NEU,,solid,1
'- drives are now solid state drive .,NEU,,state,1
"'- easily upgradeable hdd ( it comes with a 512 ssd , which is fine for now , but is easily changed out )",POS,fine,512,1
"'- easily upgradeable hdd ( it comes with a 512 ssd , which is fine for now , but is easily changed out )",POS,fine,ssd,1
"'- easily upgradeable hdd ( it comes with a 512 ssd , which is fine for now , but is easily changed out )",POS,upgradeable,hdd,1
'- easily upgradeable ram,POS,upgradeable,ram,0
"'- even so those are forgivable offenses compared to the next and worst thing , the touchpad .",NEG,worst,touchpad,0
'- excellent build quality - aluminium case is solid and has a premium feel,POS,excellent,build,0
'- excellent build quality - aluminium case is solid and has a premium feel,POS,excellent,quality,0
'- excellent build quality - aluminium case is solid and has a premium feel,POS,premium,aluminium,0
'- excellent build quality - aluminium case is solid and has a premium feel,POS,premium,case,0
'- excellent build quality - aluminium case is solid and has a premium feel,POS,solid,aluminium,0
'- excellent build quality - aluminium case is solid and has a premium feel,POS,solid,case,0
"'- excellent keyboard in all aspects - feel , rigidity , and backlight",POS,excellent,keyboard,0
'- exceptional keyboard and touchpad feel,POS,exceptional,keyboard,0
'- exceptional keyboard and touchpad feel,POS,exceptional,touchpad,0
'- fans run more often on the latest version .,NEG,,fans,1
'- fast boot up ( 3 seconds ),POS,fast,boot,1
'- fast boot up ( 3 seconds ),POS,fast,up,1
'- fingerprint reader is working well,POS,well,fingerprint,1
'- fingerprint reader is working well,POS,well,reader,1
"'- for such a premium price , this is definitely the worst purchase quality wise that i have made .",NEG,premium,,0
"'- for such a premium price , this is definitely the worst purchase quality wise that i have made .",NEG,worst,,0
'- fully charges in about an hour,POS,,,1
'- generous selection of ports ( this is in reference to the newer model ),POS,generous,ports,0
'- good ram,POS,good,ram,0
'- good screen .,POS,good,screen,0
'- great price for a touchscreen chromebook,POS,great,chromebook,0
'- great price for a touchscreen chromebook,POS,great,touchscreen,0
'- great quality build .,POS,great,build,0
'- great quality build .,POS,great,quality,0
'- high resolution / dpi screen,POS,high,screen,1
'- horrible customer service .,NEG,horrible,customer,0
'- horrible customer service .,NEG,horrible,service,0
'- i love the chromebook overall,POS,love,chromebook,0
"'- i was worried that because the chromebooks are internet based it would run slow , but so far it is very fast at processing , installing , and uploading things .",NEG,slow,chromebooks,0
"'- i was worried that because the chromebooks are internet based it would run slow , but so far it is very fast at processing , installing , and uploading things .",NEG,worried,chromebooks,0
"'- i was worried that because the chromebooks are internet based it would run slow , but so far it is very fast at processing , installing , and uploading things .",POS,fast,chromebooks,0
'- i wish the sound quality was better .,NEU,better,quality,1
'- i wish the sound quality was better .,NEU,better,sound,1
'- ips full hd screen .,NEU,,hd,1
'- ips full hd screen .,NEU,,screen,1
'- it does slow down noticeably if you ' re doing too much at once .,NEG,,,1
'- it freezes up depending on the program you use and you have to restart it .,NEG,,,1
'- It is very lightweight and easy to carry around .,POS,Easy,,1
'- It is very lightweight and easy to carry around .,POS,Lightweight,,1
'- it runs hot !,NEG,,,1
"'- keyboard is not that good , i fell that there is uneven uniformity in the button press and travel , and definitely some flex .",NEG,good,keyboard,0
"'- keyboard is not that good , i fell that there is uneven uniformity in the button press and travel , and definitely some flex .",NEG,not,keyboard,0
"'- keyboard is not that good , i fell that there is uneven uniformity in the button press and travel , and definitely some flex .",NEG,that,keyboard,0
'- keyboard isn ' t back - lit,NEG,,keyboard,1
'- laptop is light .,POS,light,laptop,1
"'- laptop is sleek and dare i say , sexy",POS,sexy,laptop,0
"'- laptop is sleek and dare i say , sexy",POS,sleek,laptop,0
'- love the trackpad .,POS,trackpad,trackpad,0
'- many ui elements are not user - friendly in tablet mode,NEG,'-,elements,0
'- many ui elements are not user - friendly in tablet mode,NEG,'-,ui,0
'- many ui elements are not user - friendly in tablet mode,NEG,friendly,elements,0
'- many ui elements are not user - friendly in tablet mode,NEG,friendly,ui,0
'- many ui elements are not user - friendly in tablet mode,NEG,not,elements,0
'- many ui elements are not user - friendly in tablet mode,NEG,not,ui,0
'- many ui elements are not user - friendly in tablet mode,NEG,user,elements,0
'- many ui elements are not user - friendly in tablet mode,NEG,user,ui,0
'- memory is not easily upgradable anymore .,NEG,,memory,1
'- my only real gripe is that i wish it was .,NEG,gripe,,0
'- new built - in speakers .,POS,new,speakers,0
"'- new ports that were not in the 2011 model : hdmi port , extra thunderbolt video port ( now it has two instead of one )",POS,new,ports,1
'- new radeon graphics card ( finally ! ),POS,new,card,0
'- new radeon graphics card ( finally ! ),POS,new,graphics,0
'- new radeon graphics card ( finally ! ),POS,new,radeon,0
'- no audio in port .,NEG,,audio,1
'- no audio in port .,NEG,,in,1
'- no audio in port .,NEG,,port,1
'- no cd / dvd reader ( but who uses them nowadays anyway ),NEU,,/,1
'- no cd / dvd reader ( but who uses them nowadays anyway ),NEU,,cd,1
'- no cd / dvd reader ( but who uses them nowadays anyway ),NEU,,dvd,1
'- no cd / dvd reader ( but who uses them nowadays anyway ),NEU,,reader,1
'- no dvd drive .,NEG,,drive,1
'- no dvd drive .,NEG,,dvd,1
'- no ethernet connection and firewire 800 port .,NEG,,800,1
'- no ethernet connection and firewire 800 port .,NEG,,firewire,1
'- no ethernet connection and firewire 800 port .,NEG,,port,1
'- performance and processing speed are bar none,POS,,,1
'- performance can be stuttering when under heavy load .,NEG,,performance,1
'- performance is solid for chromebook use .,POS,solid,chromebook,0
'- port minimalism .,NEG,,port,1
'- power button next to delete button ?,NEG,,button,1
'- power button next to delete button ?,NEG,,delete,1
'- power button next to delete button ?,NEG,,power,1
'- pretty loud speakers .,POS,loud,speakers,0
'- price is a bit expensive for a chromebook,NEG,expensive,chromebook,0
'- retina display is actually sharper .,POS,sharper,display,0
'- retina display is actually sharper .,POS,sharper,retina,0
'- retina display is nice but not mind blowing as other have suggested,NEU,nice,display,1
'- retina display is nice but not mind blowing as other have suggested,NEU,nice,retina,1
'- screen feels smaller than other of the same size .,NEG,smaller,screen,0
'- side buttons are responsive and well - made,POS,'-,buttons,0
'- side buttons are responsive and well - made,POS,'-,side,0
'- side buttons are responsive and well - made,POS,made,buttons,0
'- side buttons are responsive and well - made,POS,made,side,0
'- side buttons are responsive and well - made,POS,responsive,buttons,0
'- side buttons are responsive and well - made,POS,responsive,side,0
'- side buttons are responsive and well - made,POS,well,buttons,0
'- side buttons are responsive and well - made,POS,well,side,0
'- single battery charge can last 13 - 9 hours depending on wifi / video / app demand,POS,,battery,1
'- single battery charge can last 13 - 9 hours depending on wifi / video / app demand,POS,,charge,1
'- sleek and nice texture on lid,POS,nice,lid,0
'- sleek and nice texture on lid,POS,sleek,lid,0
'- speakers are a little tinny ( though the volume is awesome ) and it ' s not possible to customize the equalizer on the chrome os right now : (,NEG,,chrome,1
'- speakers are a little tinny ( though the volume is awesome ) and it ' s not possible to customize the equalizer on the chrome os right now : (,NEG,,os,1
'- speakers are a little tinny ( though the volume is awesome ) and it ' s not possible to customize the equalizer on the chrome os right now : (,NEG,tinny,speakers,0
'- speakers are a little tinny ( though the volume is awesome ) and it ' s not possible to customize the equalizer on the chrome os right now : (,POS,awesome,speakers,0
'- speakers can ` ` chatter ` ` after playing youtube videos for a long period of time .,NEG,,speakers,1
'- system settings could be more robust and better organized,NEU,better,settings,1
'- system settings could be more robust and better organized,NEU,better,system,1
'- system settings could be more robust and better organized,NEU,robust,settings,1
'- system settings could be more robust and better organized,NEU,robust,system,1
'- tablet - mode still needs some work .,NEG,,,1
'- the aluminum build is firm and solid without feeling cheap .,POS,cheap,aluminum,0
'- the aluminum build is firm and solid without feeling cheap .,POS,cheap,build,0
'- the aluminum build is firm and solid without feeling cheap .,POS,feeling,aluminum,0
'- the aluminum build is firm and solid without feeling cheap .,POS,feeling,build,0
'- the aluminum build is firm and solid without feeling cheap .,POS,firm,aluminum,0
'- the aluminum build is firm and solid without feeling cheap .,POS,firm,build,0
'- the aluminum build is firm and solid without feeling cheap .,POS,solid,aluminum,0
'- the aluminum build is firm and solid without feeling cheap .,POS,solid,build,0
'- the aluminum build is firm and solid without feeling cheap .,POS,without,aluminum,0
'- the aluminum build is firm and solid without feeling cheap .,POS,without,build,0
'- the backlit keyboard looks nice .,POS,nice,backlit,0
'- the backlit keyboard looks nice .,POS,nice,keyboard,0
'- the battery life is at least 8 hours .,POS,,battery,1
'- the battery life is at least 8 hours .,POS,,life,1
'- the build quality is great but not necessarily impressive .,NEG,impressive,build,0
'- the build quality is great but not necessarily impressive .,NEG,impressive,quality,0
'- the build quality is great but not necessarily impressive .,NEG,necessarily,build,0
'- the build quality is great but not necessarily impressive .,NEG,necessarily,quality,0
'- the build quality is great but not necessarily impressive .,NEG,not,build,0
'- the build quality is great but not necessarily impressive .,NEG,not,quality,0
'- the build quality is great but not necessarily impressive .,POS,great,build,0
'- the build quality is great but not necessarily impressive .,POS,great,quality,0
'- the build quality is great but not necessarily impressive .,POS,perfect,hinges,0
'- the computer is 1 pound ( approx .,POS,,computer,1
'- the hard drive is really slow and really loud .,NEG,loud,drive,0
'- the hard drive is really slow and really loud .,NEG,loud,hard,0
'- the hard drive is really slow and really loud .,NEG,slow,drive,0
'- the hard drive is really slow and really loud .,NEG,slow,hard,0
'- the keyboard is awful .,NEG,awful,keyboard,0
'- the keyboard is great and has a nice gentle / quiet click to it .,POS,great,keyboard,0
'- the keyboard is great and has a nice gentle / quiet click to it .,POS,nice,keyboard,0
'- the keyboard is great and has a nice gentle / quiet click to it .,POS,quiet,keyboard,0
"'- the keys , often described as mushy , still have a decent click and distance to them .",POS,decent,keys,0
'- the keys themselves don ' t travel that much which i prefer .,POS,prefer,keys,0
"'- the m3 processor is * plenty * of power for all chrome , video , and android requirements .",POS,,m3,1
"'- the m3 processor is * plenty * of power for all chrome , video , and android requirements .",POS,,processor,1
'- the physical case is solid and of a production quality you ' d expect in machine 3 - 5x the price of this machine,POS,,production,1
'- the physical case is solid and of a production quality you ' d expect in machine 3 - 5x the price of this machine,POS,,quality,1
'- the screen has great contrast and is glossy and sharp,POS,glossy,screen,0
'- the screen has great contrast and is glossy and sharp,POS,great,screen,0
'- the screen has great contrast and is glossy and sharp,POS,sharp,screen,0
'- the screen is great in all aspects .,POS,great,screen,0
'- the screen is harder to clean .,NEG,,screen,1
"'- the screen looks pretty good , except when viewing anything dark .",POS,good,screen,0
'- the screen size is an awkward 16 : 9 and provides a 1920x1080 resolution ( although the default is set to 1536x864 ) .,NEG,awkward,screen,1
'- the spacebar is finicky .,NEG,finicky,spacebar,0
'- the speakers are to the sides and not underneath so the sound isn ' t muffled when it ' s resting on something other than a flat surface,POS,,speakers,1
"'- the touch screen isn ' t as accurate as i wish , for cases like tapping tiny things around the edges .",NEG,,screen,1
"'- the touch screen isn ' t as accurate as i wish , for cases like tapping tiny things around the edges .",NEG,,touch,1
"'- the touchscreen is very responsive , fast , and so far everything has scaled just fine during use",POS,fast,touchscreen,0
"'- the touchscreen is very responsive , fast , and so far everything has scaled just fine during use",POS,fine,touchscreen,0
"'- the touchscreen is very responsive , fast , and so far everything has scaled just fine during use",POS,responsive,touchscreen,0
'- the touchscreen works great and is very responsive .,POS,great,touchscreen,0
'- the touchscreen works great and is very responsive .,POS,responsive,touchscreen,0
'- The user experience is excellent .,POS,excellent,,0
'- the webcam sucks but i don ' t care about that .,NEG,sucks,webcam,0
'- thin and relatively lite weight,POS,lite,,0
'- thin and relatively lite weight,POS,thin,,0
'- this may be a personal preference but i did wish the screen was a tad bit brighter .,NEG,brighter,screen,0
"'- though the case is plastic , the keyboard area itself has a cold metallic feel .",NEU,,case,1
"'- though the case is plastic , the keyboard area itself has a cold metallic feel .",POS,,area,1
"'- though the case is plastic , the keyboard area itself has a cold metallic feel .",POS,,keyboard,1
'- timeout on keyboard backlight not adjustable .,NEG,adjustable,keyboard,0
'- timeout on keyboard backlight not adjustable .,NEG,not,keyboard,0
'- took literally 5 + hours for windows update / setup,NEG,,windows,1
'- touch pad seems a little off to me .,NEG,,pad,1
'- touch pad seems a little off to me .,NEG,,touch,1
'- touch screen is very accurate,POS,accurate,screen,0
'- touch screen is very accurate,POS,accurate,touch,0
'- touchscreen is responsive enough for gaming .,POS,responsive,touchscreen,0
'- track pad is accurate,POS,accurate,pad,0
'- track pad is accurate,POS,accurate,track,0
'- trackpad is too finicky and not my favorite,NEG,finicky,trackpad,0
'- trackpad isn ' t the best .,NEU,',trackpad,1
'- trackpad isn ' t the best .,NEU,best,trackpad,1
'- trackpad isn ' t the best .,NEU,t,trackpad,1
'- trackpad isn ' t the best .,NEU,the,trackpad,1
'- two usb - c for charging ( no more odd angles ! ),POS,,'-,1
'- two usb - c for charging ( no more odd angles ! ),POS,,c,1
'- two usb - c for charging ( no more odd angles ! ),POS,,usb,1
'- very decent battery life .,POS,decent,battery,0
'- very decent battery life .,POS,decent,life,0
"' what a bunch of whiners , ' i concluded about all the people who slammed the keyboard .",NEG,,keyboard,1
'- windows 10 ( do i really need to list the drawbacks of 10 ?,NEG,,10,1
'- windows 10 ( do i really need to list the drawbacks of 10 ?,NEG,,windows,1
! I gave it out,NEG,,,1
"# 1 screen repair is not covered under warranty , disappointing .",NEG,disappointing,repair,1
"# 1 screen repair is not covered under warranty , disappointing .",NEG,disappointing,Screen,0
"# 2 The facility in Alpharetta , GA that did our screen repair , ACS Technology Solutions , failed to plug the battery back in after completion rendering the computer non functional when we needed it at college .",NEG,,ACS,1
"# 2 The facility in Alpharetta , GA that did our screen repair , ACS Technology Solutions , failed to plug the battery back in after completion rendering the computer non functional when we needed it at college .",NEG,,Solutions,1
"# 2 The facility in Alpharetta , GA that did our screen repair , ACS Technology Solutions , failed to plug the battery back in after completion rendering the computer non functional when we needed it at college .",NEG,,Technology,1
"$ 100 discount , good deal love the product , my 3rd Mac Book in 4 years .",POS,,book,1
"$ 100 discount , good deal love the product , my 3rd Mac Book in 4 years .",POS,,Mac,1
"( * cough ' quizlet ' cough * ) i use this hooked up to my mobile hotspot from my cell phone mainly , and it allows me access anywhere i have cell service .",POS,,it,1
( coughlenovocough ) this is a beast .,POS,beast,,0
( Did see one dead pixel the other day though . ),NEG,,,1
( Excellent amazon customer service btw ),POS,excellent,amazon,0
( Excellent amazon customer service btw ),POS,excellent,customer,0
( Excellent amazon customer service btw ),POS,excellent,service,0
"( good ) as for the laptop ( when it worked , and i mean for the whole 30 minutes ) it was extremely fast .",POS,fast,laptop,0
"( good ) as for the laptop ( when it worked , and i mean for the whole 30 minutes ) it was extremely fast .",POS,good,laptop,0
( i had to check that the caps lock was off after typing that last word . ),NEG,,caps,1
( i had to check that the caps lock was off after typing that last word . ),NEG,,lock,1
"* * * update * * * this laptop has already bit the dust ; it crashed with a blue screen of death , and then refused to power back on .",NEG,crashed,laptop,0
* * returning the device - - that unhappy with the item .,NEG,unhappy,device,0
* * returning the device - - that unhappy with the item .,NEG,unhappy,item,0
"* battery - i can not really speak to the battery life yet , but as a power user with lots of tabs and several apps open , it is giving me a days use 5 + hours of use so far .",POS,,battery,1
"* battery - i can not really speak to the battery life yet , but as a power user with lots of tabs and several apps open , it is giving me a days use 5 + hours of use so far .",POS,,life,1
"* battery - i can not really speak to the battery life yet , but as a power user with lots of tabs and several apps open , it is giving me a days use 5 + hours of use so far .",POS,,,1
* battery * - battery life is great .,POS,great,battery,0
* battery * - battery life is great .,POS,great,life,0
* build quality * - i ' m really pleased with the overall quality .,POS,pleased,build,0
* build quality * - i ' m really pleased with the overall quality .,POS,pleased,,0
* build quality * - i ' m really pleased with the overall quality .,POS,pleased,quality,0
* decent selection of ports for its size,POS,decent,ports,0
"* excellent form factor , extremely portable while remaining a serious pro computer",POS,excellent,computer,0
"* excellent form factor , extremely portable while remaining a serious pro computer",POS,excellent,pro,0
"* excellent form factor , extremely portable while remaining a serious pro computer",POS,portable,computer,0
"* excellent form factor , extremely portable while remaining a serious pro computer",POS,portable,pro,0
* incredible display,POS,incredible,display,0
* keyboard * - the keyboard is alright .,NEU,alright,,1
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",POS,amazing,chromebooks,0
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",POS,amazing,samsung,0
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",POS,complaints,chromebooks,0
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",POS,complaints,samsung,0
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",POS,love,chromebooks,0
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",POS,love,samsung,0
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",POS,no,chromebooks,0
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",POS,no,samsung,0
"* the screen is more than adequate for me , although i have not used it outside much yet .",POS,,screen,1
"* the usb - c ports are working well , and i bought a multiple port adapter , which gives me a regular usb port along with a hdmi port an another usb - c port for charging .",POS,well,'-,0
"* the usb - c ports are working well , and i bought a multiple port adapter , which gives me a regular usb port along with a hdmi port an another usb - c port for charging .",POS,well,c,0
"* the usb - c ports are working well , and i bought a multiple port adapter , which gives me a regular usb port along with a hdmi port an another usb - c port for charging .",POS,well,ports,0
"* the usb - c ports are working well , and i bought a multiple port adapter , which gives me a regular usb port along with a hdmi port an another usb - c port for charging .",POS,well,usb,0
* track pad * - the trackpad is well done .,POS,well,pad,0
* track pad * - the trackpad is well done .,POS,well,track,0
* track pad * - the trackpad is well done .,POS,well,trackpad,0
* very good battery life,POS,good,battery,0
* very good battery life,POS,good,life,0
* very weak wifi reception from the built - in antenna .,NEG,weak,wifi,0
", as it doesn ' t have large built in memory .",NEG,,memory,1
", the advertised ram is 16gb and in the answer questions section has answers from the manufacturer saying ` ` this will have 16gb of memory ! ` `",NEG,16gb,ram,0
/ / really love this device .,POS,love,device,0
` ` this thing is neat . ` `,POS,neat,,0
'+ backlight kb and travel feels pretty nice on the keys .,POS,nice,backlight,0
'+ backlight kb and travel feels pretty nice on the keys .,POS,nice,kb,0
'+ backlight kb and travel feels pretty nice on the keys .,POS,nice,keys,0
'+ comfortable keyboard,POS,comfortable,keyboard,0
'+ decent full hd screen ( might be the ' crappiest ' thing on it and it is still good for the price ),POS,decent,hd,0
'+ decent full hd screen ( might be the ' crappiest ' thing on it and it is still good for the price ),POS,decent,screen,0
'+ decent full hd screen ( might be the ' crappiest ' thing on it and it is still good for the price ),POS,good,,0
'+ decent quantity of available ports,POS,available,ports,1
'+ decent quantity of available ports,POS,decent,ports,1
'+ fingerprint sensor is accurate,POS,accurate,fingerprint,1
'+ fingerprint sensor is accurate,POS,accurate,sensor,1
'+ good battery life,POS,good,battery,0
'+ good battery life,POS,good,life,0
'+ great and fast cpu and overall fast pc performance,POS,,pc,1
'+ great and fast cpu and overall fast pc performance,POS,,performance,1
'+ great and fast cpu and overall fast pc performance,POS,fast,cpu,0
'+ great and fast cpu and overall fast pc performance,POS,great,cpu,0
'+ it has a dvd drive : o,NEU,,drive,1
'+ it has a dvd drive : o,NEU,,dvd,1
'+ play store compatibility is available now .,POS,available,play,0
'+ play store compatibility is available now .,POS,available,store,0
'+ the colour is a beautiful grey and not purple as reviewed by other users,POS,beautiful,colour,0
"0 type - a low - profile memory stick on a usb - c adaptor , but that would be silly .",NEG,silly,'-,0
"0 type - a low - profile memory stick on a usb - c adaptor , but that would be silly .",NEG,silly,adaptor,0
"0 type - a low - profile memory stick on a usb - c adaptor , but that would be silly .",NEG,silly,c,0
"0 type - a low - profile memory stick on a usb - c adaptor , but that would be silly .",NEG,silly,usb,0
1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .,NEG,erratic,trackpad,0
1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .,NEG,faulty,trackpad,0
1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .,NEG,jerky,trackpad,0
1 - itunes match ( $ 25 / yr i believe ) keeps all of your music synced across all of your ios devices with no limit .,POS,,itunes,1
1 - itunes match ( $ 25 / yr i believe ) keeps all of your music synced across all of your ios devices with no limit .,POS,,match,1
1 ) the delete button is right next to the power button,NEG,,button,1
1 ) the delete button is right next to the power button,NEG,,delete,1
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,a,button,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,a,of,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,a,position,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,a,Power,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,a,the,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,crappy,button,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,crappy,of,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,crappy,position,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,crappy,Power,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,crappy,the,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,little,button,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,little,of,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,little,position,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,little,Power,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,little,the,0
"1 , bloatware from hell and 2 , a very cheap crappy 5400rpm hdd .",NEG,,bloatware,1
"1 , bloatware from hell and 2 , a very cheap crappy 5400rpm hdd .",NEG,cheap,5400rpm,0
"1 , bloatware from hell and 2 , a very cheap crappy 5400rpm hdd .",NEG,cheap,hdd,0
"1 , bloatware from hell and 2 , a very cheap crappy 5400rpm hdd .",NEG,crappy,5400rpm,0
"1 , bloatware from hell and 2 , a very cheap crappy 5400rpm hdd .",NEG,crappy,hdd,0
"1 , the touchscreen stopped working after 6 months for finger presses .",NEG,,touchscreen,1
10 minutes after finishing this review started having a new issue : touch pad started acting out .,NEG,,pad,1
10 minutes after finishing this review started having a new issue : touch pad started acting out .,NEG,,touch,1
10 months in my battery will no longer charge .,NEG,,battery,1
"11 months after the purchase , it died .",NEG,died,,0
"15 ` ` screen , full sized keyboard and speed fast enough for some low quality games such as lol .",POS,,keyboard,1
"15 ` ` screen , full sized keyboard and speed fast enough for some low quality games such as lol .",POS,fast,fast,0
"15 ` ` screen , full sized keyboard and speed fast enough for some low quality games such as lol .",POS,fast,speed,0
"1st , i was shocked at how easy it was to set up .",POS,easy,set,0
"1st , i was shocked at how easy it was to set up .",POS,easy,up,0
