raw_words,sentiment,aspect,opinion,subjectivity
"A little inconvenient that the bathroom is two floors below the bedroom , but not a deal breaker when it comes to booking this place !",NEG,bathroom,A little inconvenient,0
"A lovely , quiet , comfortable home , room has a beautiful view overlooking JP , and everything was as-expected or better .",POS,view,beautiful,0
"A lovely , quiet , comfortable home , room has a beautiful view overlooking JP , and everything was as-expected or better .",POS,NULL,better,0
"A lovely , quiet , comfortable home , room has a beautiful view overlooking JP , and everything was as-expected or better .",POS,home,"comfortable, quiet, lovely",0
A nice quiet get away in the busy city .,POS,NULL,"quiet, nice",0
A nice room with a comfy bed !,POS,bed,comfy,0
A nice room with a comfy bed !,POS,room,nice,0
A perfect airbnb experience !,POS,NULL,perfect,0
"A perfect little retreat , quietly nestled amongst the trees .",POS,NULL,"perfect, quietly",0
"A quiet , cozy , and comfortable place to relax and sleep .",POS,place,"quiet, comfortable, cozy",0
"A quiet , respectable place with a lovely view !",POS,view,lovely,0
"A quiet , respectable place with a lovely view !",POS,place,"quiet, respectable",0
A really fun place to stay !,POS,place,fun,0
A really nice room ( air-conditioned ) with fully equipped and well cleaned bathroom .,POS,bathroom,"fully, well",0
A really nice room ( air-conditioned ) with fully equipped and well cleaned bathroom .,POS,room,really nice,0
A really wonderful host and a beautiful home .,POS,home,beautiful,0
A really wonderful host and a beautiful home .,POS,host,really wonderful,0
A solid place .,POS,place,solid,0
A truly beautiful place in a perfect location,POS,location,perfect,0
A truly beautiful place in a perfect location,POS,place,truly beautiful,0
"A truly great location , and neat place !",POS,place,neat,0
"A truly great location , and neat place !",POS,location,truly great,0
A very minor and somewhat amusing con : the low part of the bathtub is at the opposite end from the drain .,NEG,bathtub,NULL,1
A very stylish and private room in the 3rd floor with lots of natural light and a VERY comfortable queen bed .,POS,queen bed,VERY comfortable,0
A very stylish and private room in the 3rd floor with lots of natural light and a VERY comfortable queen bed .,POS,room,"very stylish, private",0
A very well appointed studio apartment with a sleeping platform in a wonderful location .,POS,studio apartment,very well appointed,0
A very well appointed studio apartment with a sleeping platform in a wonderful location .,POS,location,wonderful,0
"A wonderful apartment , in a great building , at an absolutely magnificent location .",POS,location,absolutely magnificent,0
"A wonderful apartment , in a great building , at an absolutely magnificent location .",POS,building,great,0
"A wonderful apartment , in a great building , at an absolutely magnificent location .",POS,apartment,wonderful,0
A wonderful experience .,POS,NULL,wonderful,0
A wonderful location with great amenities and very clean .,POS,amenities,great,0
A wonderful location with great amenities and very clean .,POS,location,"very clean, wonderful",0
A wonderful place in a great location .,POS,location,great,0
A wonderful place in a great location .,POS,place,wonderful,0
A+++ location & host,POS,host,A+++,0
A+++ location & host,POS,location,A+++,0
A+++++++++,POS,NULL,NULL,1
Absolutely perfect location !,POS,location,Absolutely perfect,0
Absolutely recommend this place !,POS,place,Absolutely recommend,0
Absolutely the kind of stay that makes airbnb so great .,POS,airbnb,great,0
"Accurate description , great neighborhood , such a cute little space !",POS,description,Accurate,0
"Accurate description , great neighborhood , such a cute little space !",POS,space,cute,0
"Accurate description , great neighborhood , such a cute little space !",POS,neighborhood,great,0
"Accurate description , great neighborhood , such a cute little space !",NEG,space,little,0
"Acres of empty bookshelves , only one bedside table in all of the four bedrooms , arms of chairs and couches in the living room were loose .",NEG,bookshelves,empty,0
"Acres of empty bookshelves , only one bedside table in all of the four bedrooms , arms of chairs and couches in the living room were loose .",NEG,arms of chairs,loose,0
"Acres of empty bookshelves , only one bedside table in all of the four bedrooms , arms of chairs and couches in the living room were loose .",NEG,couches,loose,0
Added bonus is a wonderful gym with plenty of options within a 2-minute walk and free to use .,POS,gym,"wonderful, NULL",0
"Additionally , our flight got delayed due to weather and Jason still greeted us at the door at 4am .",POS,Jason,NULL,1
"After I left some items behind , Jason delivered them to the hotel where I was attending a convention .",POS,Jason,NULL,1
Again ... great place and people ! !,POS,people,great,0
Again ... great place and people ! !,POS,place,great,0
Air conditioner worked great .,POS,Air conditioner,great,0
All around awesome experience .,POS,NULL,awesome,0
All around great !,POS,NULL,great,0
All around I highly recommend this place .,POS,place,highly recommend,0
All arrangements were basically seamless .,POS,arrangements,basically seamless,0
All bedrooms very-well furnished .,POS,bedrooms,very-well,0
All but two of the rooms are air conditioned and all have comfortable beds .,POS,beds,comfortable,0
All but two of the rooms are air conditioned and all have comfortable beds .,POS,NULL,NULL,0
"All in all , a good space and great value .",POS,space,good,0
"All in all , a good space and great value .",POS,value,great,0
"All in all , Penny helped to make our first trip to Boston ( and first ever experience with air bnb ) extremely enjoyable and memorable .",POS,NULL,"extremely enjoyable, memorable",0
"All in all , Penny helped to make our first trip to Boston ( and first ever experience with air bnb ) extremely enjoyable and memorable .",POS,Penny,NULL,0
All in all a great rental that I recommend .,POS,NULL,"recommend, great",0
All in all a really good experience .,POS,NULL,good,0
All of the information provided was detailed and thorough .,POS,information,"thorough, detailed",0
All of the rooms were beautiful and the rooftop deck was a great bonus .,POS,rooms,beautiful,0
All of the rooms were beautiful and the rooftop deck was a great bonus .,POS,rooftop deck,great,0
All positive .,POS,NULL,positive,0
All review were accurate .,POS,review,accurate,0
All the amenities that you need for a stay .,POS,amenities,NULL,1
All the technicalities were really well handled from pre-communications to food available for breakfast and snacks .,POS,technicalities,really well,0
"Allowed early check-in , responded to all messages within minutes , great rooftop , perfect location !",POS,rooftop,great,0
"Allowed early check-in , responded to all messages within minutes , great rooftop , perfect location !",POS,NULL,NULL,0
"Allowed early check-in , responded to all messages within minutes , great rooftop , perfect location !",POS,check-in,NULL,0
"Allowed early check-in , responded to all messages within minutes , great rooftop , perfect location !",POS,location,perfect,0
Almost forgot ... the rooftop deck is INSANE !,POS,rooftop deck,INSANE,0
Alojamiento correcto,POS,Alojamiento,correcto,0
ALSO - do n't miss out on the gorgeous rooftop balcony .,POS,rooftop balcony,gorgeous,0
"Also , Brent was quick to respond to any questions I had .",POS,Brent,quick,0
"Also , I must say Valerie 's banana cake was amazing !",POS,Valerie 's banana cake,amazing,0
"Also , near public transportation .",POS,NULL,NULL,1
"Also , noted that the loft bed is really cozy , comfortable and the whole apt .",POS,loft bed,"really cozy, comfortable",0
"Also , the house is really nice , cozy and clean .",POS,house,"clean, really nice, cozy",0
"Also , the location was perfect ! !",POS,location,perfect,0
"Also , the roof deck is amazing and the view is incredible .",POS,roof deck,amazing,0
"Also , the roof deck is amazing and the view is incredible .",POS,view,incredible,0
"Also , Tiffany was an excellent host , responding to messages within the hour at all times .",POS,Tiffany,"NULL, excellent",0
"Also , we enjoyed talking and sharing memories during the amazing breakfast !",POS,breakfast,amazing,0
"Also , we tried turning on the TV downstairs and it does n't work as it 's not hooked up to anything so if you want to watch tv it 's only upstairs .",NEG,TV downstairs,NULL,1
"Also , we were trying to book the third night and she rented it to someone else after approving us for it and airbnb said the only way this would happen was if she had approved their rental .",NEG,NULL,NULL,1
Also ... it was nice that she did not jack the price up on Boston marathon weekend like all the other AirBnB people I messaged months in advance .,POS,NULL,NULL,1
Also a wonderful area to walk around .,POS,area,wonderful,0
Also answered all my follow up questions as well .,POS,NULL,NULL,1
Also great walking distance for a ton of local spots and a peaceful quiet neighborhood for enjoying Boston nights !,POS,NULL,great,0
Also great walking distance for a ton of local spots and a peaceful quiet neighborhood for enjoying Boston nights !,POS,neighborhood,"peaceful, quiet",0
"Also if you have issues with stairs , may not be the ideal place , but otherwise PERFECT .",NEG,stairs,not be the ideal,0
"Also if you have issues with stairs , may not be the ideal place , but otherwise PERFECT .",POS,NULL,PERFECT,0
Also thankful for the big umbrellas Todd had available for his guests as it rained one of the days during our stay .,POS,umbrellas,thankful,0
Also the bathroom was gorgeous - great shower .,POS,shower,"gorgeous, great",0
"Also there is parking available , which is a plus for me .",POS,parking,NULL,1
"Although I did not meet her in person , Jennifer was super responsive to queries and problems .",POS,Jennifer,super responsive,0
"Although I did n't meet the host , she made herself available for any questions and/or concerns .",POS,host,available,0
"Although Penny 's home had many good features , including beautiful art and throughout I most appreciated the cleanliness of the suite and the rest of the home .",POS,art,beautiful,0
"Although Penny 's home had many good features , including beautiful art and throughout I most appreciated the cleanliness of the suite and the rest of the home .",POS,features,good,0
"Although Penny 's home had many good features , including beautiful art and throughout I most appreciated the cleanliness of the suite and the rest of the home .",POS,home,most appreciated,0
"Although Penny 's home had many good features , including beautiful art and throughout I most appreciated the cleanliness of the suite and the rest of the home .",POS,suite,most appreciated,0
Although the apartment is large enough to receive guests it still has a cozy feel to it .,POS,apartment,"large, cozy",0
"Although the oblivious guest in the adjacent room was rather obnoxiously loud the first night of my stay ( from 10pm to past midnight ) , Todd quickly addressed the situation the next morning .",POS,Todd,quickly,0
Although we were not out too late at night we felt very safe walking back from the train .,POS,NULL,very safe,0
Amazing and beautiful home .,POS,home,"beautiful, Amazing",0
Amazing beautiful place .,POS,place,"Amazing, beautiful",0
"Amazing hosts , plus the bed is sooooo comfortable !",POS,hosts,Amazing,0
"Amazing hosts , plus the bed is sooooo comfortable !",POS,bed,sooooo comfortable,0
AMAZING LOCATION !,POS,LOCATION,AMAZING,0
"Amazing location , quaint classic Boston town home , very updated and family oriented .",POS,location,Amazing,0
"Amazing location , quaint classic Boston town home , very updated and family oriented .",POS,Boston town home,"quaint, classic",0
Amazing location and beautiful view of Seaport to wake up to !,POS,location,Amazing,0
Amazing location and beautiful view of Seaport to wake up to !,POS,view,beautiful,0
Amazing location and very good communication with Oine .,POS,location,Amazing,0
Amazing location and very good communication with Oine .,POS,communication,very good,0
Amazing place !,POS,place,Amazing,0
Amazing place not far from the center of Boston .,POS,place,Amazing,0
"Amazing place to stay in Boston , definitively recommended !",POS,place,"Amazing, definitively recommended",0
Amazing place to stay in Boston this family is friendly and loving .,POS,place,Amazing,0
Amazing place to stay in Boston this family is friendly and loving .,POS,family,"friendly, loving",0
Amazing views .,POS,views,Amazing,0
"An all-around excellent experience , highly recommend !",POS,NULL,"excellent, highly recommend",0
"And , the location was fantastic .",POS,location,fantastic,0
And a quiet place as well .,POS,NULL,quiet,0
And her cat is really lovely .,POS,cat,really lovely,0
And her home was conveniently located to the downtown and surrounding neigborhoods .,POS,home,conveniently,0
And if your into cooking your own food she has just about everything you could ever need ( Just beware of the tap water in the kitchen sink it comes out very cloudy even after letting it run for a little ) .,POS,kitchen,NULL,0
And if your into cooking your own food she has just about everything you could ever need ( Just beware of the tap water in the kitchen sink it comes out very cloudy even after letting it run for a little ) .,NEG,tap water,very cloudy,0
And Jamaica plaint is a quiet safety residential area .,POS,residential area,"safety, quiet",0
And location is fabulous and easy to take train to head to downtown less than half an hour .,POS,location,"fabulous, easy",0
And make sure you check it the roof !,POS,roof,NULL,1
And Oine was great .,POS,Oine,great,0
And she is a pleasure to deal with .,POS,NULL,pleasure,0
And the breakfast provided by the hosts was great .,POS,breakfast,great,0
And the grocery store stop & shop is just ahead .,POS,NULL,NULL,1
And the location is not too far from the downtown .,POS,location,NULL,1
And the rooftop deck alone was worth getting this place !,POS,rooftop deck,worth,0
"And they gave us very useful information about Boston , which helps us a lot .",POS,information,"very useful, helps",0
And Tiffany was the perfect hostess and very responsive to all our questions .,POS,Tiffany,"very responsive, perfect",0
And Tod is always on call to help .,POS,Tod,help,0
"And Valeria made banana bread for us , which is great .",POS,banana bread,great,0
And we definitely recommend spending time on the roof top deck !,POS,roof top deck,definitely recommend,0
Another great stay at one of Todd 's places !,POS,NULL,great,0
Another great stay at Todd 's house !,POS,NULL,great,0
Another great stay at Todd 's place .,POS,NULL,great,0
"Any problems or questions I had , Todd was quick to answer .",POS,Todd,quick,0
Any questions I had he promptly responded .,POS,NULL,promptly,0
Any questions I had were answered almost as quick as I emailed them .,POS,them,quick,0
Anyway I liked the room and I was able to reach downtown in 10 min driving .,POS,room,liked,0
Anyway I liked the room and I was able to reach downtown in 10 min driving .,POS,NULL,NULL,0
Apartment has modern amenities and is quite comfortable .,POS,amenities,modern,0
Apartment has modern amenities and is quite comfortable .,POS,Apartment,quite comfortable,0
Apartment is family friendly and comfortable .,POS,Apartment,"comfortable, family friendly",0
"Apartment was clean and well taken care of , she even provided travel toothpaste and shampoo .",POS,shampoo,NULL,0
"Apartment was clean and well taken care of , she even provided travel toothpaste and shampoo .",POS,toothpaste,NULL,0
"Apartment was clean and well taken care of , she even provided travel toothpaste and shampoo .",POS,Apartment,"well, clean",0
Apartment was just like the pictures and with the character of Boston !,POS,Apartment,NULL,1
Apartment was very clean and quaint and gives you a real Boston experience .,POS,Apartment,"quaint, very clean",0
Appreciate everything - thank you !,POS,NULL,"Appreciate, thank",0
Appreciated Cup of coffee and light breakfast .,POS,coffee,Appreciated,0
Appreciated Cup of coffee and light breakfast .,POS,breakfast,"Appreciated, light",0
Appreciated how accommodating Mark and Roman were throughout stay .,POS,Mark,Appreciated,0
Appreciated how accommodating Mark and Roman were throughout stay .,POS,Roman,Appreciated,0
Apt is nicely furnished and kept very clean .,POS,Apt,"very clean, nicely",0
"Area is safe and well lit , no frills in the unit but it is very clean and well appointed and a great value .",POS,value,great,0
"Area is safe and well lit , no frills in the unit but it is very clean and well appointed and a great value .",POS,Area,"safe, well",0
"Area is safe and well lit , no frills in the unit but it is very clean and well appointed and a great value .",POS,unit,"well, very clean",0
"Area is SUPER quiet , residential , a park is nearby less than a block , and overall good chill quiet mellow location .",POS,location,"mellow, chill, quiet, good",0
"Area is SUPER quiet , residential , a park is nearby less than a block , and overall good chill quiet mellow location .",POS,Area,SUPER quiet,0
Arrival and acess to appartment was very easy .,POS,Arrival,very easy,0
Arrival and acess to appartment was very easy .,POS,acess,very easy,0
Artsy feel .,POS,NULL,Artsy,0
"As a group of four university professors visiting Boston for a conference , Gloria 's apartment was both more economical and much grander than staying in a hotel would have been .",POS,'s apartment,"much grander, economical",0
"As a group of four university professors visiting Boston for a conference , Gloria 's apartment was both more economical and much grander than staying in a hotel would have been .",POS,Gloria,"much grander, economical",0
"As a guest , you have high privacy because your room is located at the loft and you have a private bathroom .",POS,privacy,high,0
"As a host , Tiffany was wonderful and attentive .",POS,Tiffany,"attentive, wonderful",0
As advertised and great location .,POS,location,great,0
"As an Airbnb Superhost myself , I 'd recommend Valerie 's home to future potential guests .",POS,Valerie 's home,recommend,0
"As far as location goes , it 's tough to do better .",POS,location,better,0
As for her place - it 's fabulous .,POS,place,fabulous,0
As it is a ground floor apartment with the family living above it can be noisy at times .,NEG,apartment,noisy,0
"Aside from that , it 's a lovely little room !",POS,room,lovely,0
"At first I panicked over internet connection , Luckily I waited for Kama , Who arrived in person , Solved it and kindly took me for an informative neighborhood tour .",POS,Kama,"kindly, Luckily, informative",0
At least we were able to eat @ Charlie 's Sandwich Shoppe right around the corner ( the Cranberry Griddle Cakes were SO yummy ! ),POS,NULL,NULL,1
Atleast half of the towels have brown/black stains .,NEG,towels,brown/black stains,0
Authentic neighborhood with great food in walking distance .,POS,neighborhood,NULL,1
Awesome !,POS,NULL,Awesome,0
Awesome Airbnb with beautiful views .,POS,Airbnb,Awesome,0
Awesome Airbnb with beautiful views .,POS,views,beautiful,0
Awesome all around !,POS,NULL,Awesome,0
Awesome experience great location close to everything and really simple handout thanks Gloria !,POS,NULL,Awesome,0
Awesome experience great location close to everything and really simple handout thanks Gloria !,POS,location,"great, NULL",0
Awesome experience great location close to everything and really simple handout thanks Gloria !,POS,handout,really simple,0
Awesome experience great location close to everything and really simple handout thanks Gloria !,POS,Gloria,thanks,0
"Awesome hosts , very comfortable and clean room .",POS,hosts,Awesome,0
"Awesome hosts , very comfortable and clean room .",POS,room,"very comfortable, clean",0
Awesome little spot a 5 minute walk from everything you could need .,POS,spot,"NULL, Awesome",0
"Awesome location , and an incredible view from the rooftop .",POS,location,Awesome,0
"Awesome location , and an incredible view from the rooftop .",POS,view,incredible,0
"Awesome location , close to the train and some great options for food .",POS,location,"Awesome, NULL",0
"Awesome location , close to the train and some great options for food .",POS,options,great,0
"Awesome location near the T station , with easy access to Back Bay and Downtown .",POS,location,"easy, Awesome, NULL",0
Awesome neighborhood and super attentive host .,POS,neighborhood,Awesome,0
Awesome neighborhood and super attentive host .,POS,host,super attentive,0
Awesome place and an awesome host !,POS,host,awesome,0
Awesome place and an awesome host !,POS,place,Awesome,0
"Awesome place just as listed , very clean , great location !",POS,location,great,0
"Awesome place just as listed , very clean , great location !",POS,place,"very clean, Awesome",0
Bare bones room to stay in while visiting Boston .,NEG,room,Bare,0
Bathroom is also very clean .,POS,Bathroom,very clean,0
Beacon Hill is beautiful and very quiet at night so it was nice to come back to that after being out in the busy city all day .,POS,Beacon Hill,"beautiful, nice, very quiet",0
"Beautiful , clean , apartment with an awesome view .",POS,view,awesome,0
"Beautiful , clean , apartment with an awesome view .",POS,apartment,"clean, Beautiful",0
"Beautiful apartment , great location , the walk into the city is a little long ( 20 minutes ) but doable .",NEG,location,a little long,0
"Beautiful apartment , great location , the walk into the city is a little long ( 20 minutes ) but doable .",POS,apartment,Beautiful,0
"Beautiful apartment , great location , the walk into the city is a little long ( 20 minutes ) but doable .",POS,location,"doable, great",0
Beautiful apartment in a great location .,POS,apartment,Beautiful,0
Beautiful apartment in a great location .,POS,location,great,0
Beautiful apartment with lots of natural light !,POS,apartment,"Beautiful, NULL",0
Beautiful brownstone apartment .,POS,apartment,Beautiful,0
Beautiful building .,POS,building,Beautiful,0
Beautiful home !,POS,home,Beautiful,0
Beautiful little retreat just minutes to Copley Square and bustling parts of Boston .,POS,NULL,NULL,1
Beautiful neighborhood with lots of restaurants and shops .,POS,neighborhood,Beautiful,0
Beautiful rooftop patio .,POS,rooftop patio,Beautiful,0
"Beautiful room , very clean , very comfy .",POS,room,"very clean, very comfy, Beautiful",0
"Beautiful view , great space .",POS,view,Beautiful,0
"Beautiful view , great space .",POS,space,great,0
Beautiful view as well .,POS,view,Beautiful,0
Beautiful views .,POS,views,Beautiful,0
"Beautiful views of Boston , ideally for enjoying the summer breeze at sunset .",POS,views,"Beautiful, ideally",0
Beautifully decorated charming apartment with eat in kitchen .,POS,apartment,"charming, Beautifully",0
"Bed : Comfortable , but located in a loft space where you ca n't stand up , so just be aware about the need to climb a fairly steep ladder and crouch down in the sleeping area if you have any mobility limitations .",POS,Bed,Comfortable,0
"Bed : Comfortable , but located in a loft space where you ca n't stand up , so just be aware about the need to climb a fairly steep ladder and crouch down in the sleeping area if you have any mobility limitations .",NEG,ladder,fairly steep,0
"Bed : Comfortable , but located in a loft space where you ca n't stand up , so just be aware about the need to climb a fairly steep ladder and crouch down in the sleeping area if you have any mobility limitations .",NEG,loft space,NULL,0
Bed is very comfy .,POS,Bed,very comfy,0
Bed was extremely comfortable .,POS,Bed,extremely comfortable,0
Bed was very comfy !,POS,Bed,very comfy,0
Bedroom and bathroom are so clean and nice .,POS,Bedroom,"nice, so clean",0
Bedroom and bathroom are so clean and nice .,POS,bathroom,"so clean, nice",0
"Beds are not comfortable and the rooms are sad and not equipped at all ( in our room for example a small bed for 2 , an awful table , a dirty lamp and a magazine picture stuck on the wall to hide a hole .",NEG,table,awful,0
"Beds are not comfortable and the rooms are sad and not equipped at all ( in our room for example a small bed for 2 , an awful table , a dirty lamp and a magazine picture stuck on the wall to hide a hole .",NEG,lamp,dirty,0
"Beds are not comfortable and the rooms are sad and not equipped at all ( in our room for example a small bed for 2 , an awful table , a dirty lamp and a magazine picture stuck on the wall to hide a hole .",NEG,Beds,not comfortable,0
"Beds are not comfortable and the rooms are sad and not equipped at all ( in our room for example a small bed for 2 , an awful table , a dirty lamp and a magazine picture stuck on the wall to hide a hole .",NEG,rooms,sad,0
"Beds are not comfortable and the rooms are sad and not equipped at all ( in our room for example a small bed for 2 , an awful table , a dirty lamp and a magazine picture stuck on the wall to hide a hole .",NEG,bed,small,0
Beds were very comfortable .,POS,Beds,very comfortable,0
Being there in that environment was very positive for her and all of us .,POS,environment,very positive,0
"Besides location and homely surroundings , the building offer a stunning view of Boston .",POS,surroundings,homely,0
"Besides location and homely surroundings , the building offer a stunning view of Boston .",POS,view,stunning,0
Best location in Boston .,POS,location,Best,0
Best location in Boston for sure .,POS,location,Best,0
Best Maike & Tim,POS,Maike & Tim,Best,0
Best price for a nice place that I could find in the city .,POS,price,Best,0
Best price for a nice place that I could find in the city .,POS,place,nice,0
Best value for my money .,POS,value,Best,0
Beyond expectation .,POS,NULL,NULL,1
Big recommendation .,POS,NULL,Big recommendation,0
Boston is one of the priciest cities for AirBnBs/Hotels Tiffany 's place is an incredible value assuming you do n't need a lot of space and can handle the loft .,POS,value,incredible,0
Both Valerie and Jason were extremely friendly - highly recommended .,POS,Jason,extremely friendly,0
Both Valerie and Jason were extremely friendly - highly recommended .,POS,Valerie,extremely friendly,0
Both Valerie and Jason were extremely friendly - highly recommended .,POS,NULL,highly recommended,0
Breakfast and coffee is provided and the hike down the stairs in the morning to use the restroom is n't as horrible as we imagined .,POS,restroom,horrible,0
Breakfast and the room was wonderful .,POS,Breakfast,wonderful,0
Breakfast and the room was wonderful .,POS,room,wonderful,0
Breakfast every morning is a really nice touch .,POS,Breakfast,really nice,0
Breakfast is included and we really appreciated it !,POS,Breakfast,really appreciated,0
Brent 's apartment is in the heart of Back Bay .,POS,Brent 's apartment,NULL,1
Brent 's flat is awesome and also super clean .,POS,Brent 's flat,"super clean, awesome",0
Brent 's place is much larger than we expected and has everything you need .,POS,Brent 's place,"much larger, NULL",0
Brent 's place was great !,POS,Brent 's place,great,0
Brent was a great host .,POS,Brent,great,0
"Brent was easy to work with , provided all the information I needed and everything was ready at arrival time .",POS,Brent,"easy, ready",0
Brownstone was as described and was a lovely home .,POS,Brownstone,lovely,0
"But , for the amount of money we paid per night we could 've stayed in a 5 star hotel , so I was expecting a little more space and nicer upkeep of the bathroom/kitchen etc .",NEG,amount of money,NULL,1
"But , while Gloria was fast to respond her communication style was very hot and cold .",POS,Gloria,fast,0
"But , while Gloria was fast to respond her communication style was very hot and cold .",NEG,communication style,very hot and cold,0
"But for the rest of us , we considered it a bonus workout !",POS,NULL,NULL,1
But he was quick to answer any questions I had .,POS,NULL,quick,0
"But other than that the deck offers an amazing view and it was a very easy walk to the north end , boston common , and the shore .",POS,view,amazing,0
"But other than that the deck offers an amazing view and it was a very easy walk to the north end , boston common , and the shore .",POS,NULL,very easy,0
"But overall , I really loved the room and enjoyed staying at Brent 's place !",POS,Brent 's place,enjoyed,0
"But overall , I really loved the room and enjoyed staying at Brent 's place !",POS,room,loved,0
"But the refrigerator freezer is not cold enough , so it can not preserve any freezing food like ice cream .",NEG,refrigerator freezer,NULL,1
"By 11:07pm , 5 hours after my first request for assistance , with the situation still not resolved and the host very slow to respond to all communications , the host insisted the hidden key was the correct key , and that `` I ca n't get a new key to you at this hour . ''",NEG,host,NULL,0
"By 11:07pm , 5 hours after my first request for assistance , with the situation still not resolved and the host very slow to respond to all communications , the host insisted the hidden key was the correct key , and that `` I ca n't get a new key to you at this hour . ''",NEG,communications,very slow,0
"By bicycle it takes only about 10-15 minutes to MIT , mostly on bike paths .",POS,NULL,NULL,1
By far one of the best locations you could stay at in Boston .,POS,locations,best,0
"By the time we returned from going to the city , it was fixed completely .",POS,NULL,NULL,1
"By the way , the neighborhood is also very charming - off Boston 's crowded , snobby center yet close by ( 15 minutes on the subway ) .",POS,neighborhood,"very charming, NULL",0
Ca n't thank you guys enough .,POS,guys,thank,0
Called Terry and he picked up the phone right away and guided us .,POS,Terry,NULL,1
Camera molto confortevole nella bella e tranquilla zona di Harvard University,POS,Camera,molto confortevole,0
Camera molto confortevole nella bella e tranquilla zona di Harvard University,POS,zona,"tranquilla, bella",0
Can definitely recommend this .,POS,NULL,definitely recommend,0
Can eat in or out at one of the restaurants close by .,POS,NULL,NULL,1
Can hardly put it in words .,POS,NULL,NULL,1
Can highly recommend .,POS,NULL,highly recommend,0
Cant go wrong with this flat !,POS,flat,NULL,1
Cant wait to go back to Boston and stay there again .,POS,NULL,NULL,1
Centrally located - she even helped with Lyft/Uber .,POS,NULL,Centrally,0
Centrally located this place is ideal for 1 person who is only staying a few days as the place does not have much storage space .,POS,place,"Centrally, ideal",0
Centrally located this place is ideal for 1 person who is only staying a few days as the place does not have much storage space .,NEG,storage space,NULL,0
Charles and Grace are very nice and correct people .,POS,Charles and Grace,"correct, very nice",0
Charming and neat apartment with a nice sized kitchen on a quiet street .,POS,apartment,"neat, Charming",0
Charming and neat apartment with a nice sized kitchen on a quiet street .,POS,kitchen,nice,0
Charming and neat apartment with a nice sized kitchen on a quiet street .,POS,street,quiet,0
Charming home with lovely hosts !,POS,home,Charming,0
Charming home with lovely hosts !,POS,hosts,lovely,0
Check in and check out were a breeze .,POS,Check in,breeze,0
Check in and check out were a breeze .,POS,check out,breeze,0
Check in and check out were easy .,POS,Check in,easy,0
Check in and check out were easy .,POS,check out,easy,0
Check in and Check out were very easy .,POS,Check in,very easy,0
Check in and Check out were very easy .,POS,Check out,very easy,0
Check in and out was very easy .,POS,Check in and out,very easy,0
Check in was easy .,POS,Check in,easy,0
Check in was easy and you can not beat the location .,POS,Check in,easy,0
Check in was easy and you can not beat the location .,POS,location,NULL,0
"Check in was simple ( you just get the key from the door using a code ) , and WiFi worked great .",POS,WiFi,great,0
"Check in was simple ( you just get the key from the door using a code ) , and WiFi worked great .",POS,Check in,simple,0
Check-in and check-out procedures were simple .,POS,Check-in,simple,0
Check-in and check-out procedures were simple .,POS,check-out,simple,0
Check-in and check-out process is very convenient and smooth .,POS,check-out,"smooth, very convenient",0
