raw_words,sentiment,aspect,opinion,subjectivity
Complete waste of money .,NEG,NULL,NULL,1
confort,POS,NULL,confort,0
Cosssssey ... love it .,POS,NULL,"love, Cosssssey",0
"Could be worn with skirts , shorts or capris .",POS,NULL,NULL,1
couldn't beat the price .,POS,price,NULL,1
Cute .,POS,NULL,Cute,0
"Cute and Sweet , with just enough heal to be classy and sexy !",POS,NULL,"sexy, Cute, Sweet, classy",0
Cute and very comfortable - like walking on air !,POS,NULL,"very comfortable, Cute",0
Cute shoes but my size 8 's ran closer to size 7.5 in length .,POS,shoes,Cute,0
Dancer and she loves them .,POS,them,loves,0
Dancer was just glad to be covered and look like the other Ballerinas.We approve !,POS,NULL,just glad,0
Danskin is always a great choice .,POS,Danskin,great,0
Daughter loves these ... very comfortable,POS,NULL,"loves, very comfortable",0
Daughter says they fit nice .,POS,they,nice,0
Daughter thought these were comfortable .,POS,NULL,comfortable,0
Definitely got my money 's worth !,POS,NULL,NULL,1
Definitely uncomfortable around the waist with the elastic .,NEG,waist with the elastic,Definitely uncomfortable,0
Definitely would not recommend for people in this size range !,NEG,NULL,not recommend,0
Delivery was fast .,POS,Delivery,fast,0
Dependable dance tight .,POS,dance tight,Dependable,0
Description is deceptive .,NEG,Description,deceptive,0
Description says there is a cushioned innersole when in fact this particular style has NO innersole .,NEG,style,NULL,1
Despite being wide there really was no room for my toes .,NEG,NULL,NULL,1
Did not hurt their feet !,POS,NULL,NULL,1
Did not realize these would be so shiny so I wo n't be able to use them for their intended purpose .,NEG,them,so shiny,0
Did not work favorably for me..,POS,NULL,favorably,0
"Did n't expect the hole in the foot , but these are dance tights ...",NEG,dance tights,NULL,1
Dilevery was quick and easy .,POS,Dilevery,"quick, easy",0
Disappointing .,NEG,NULL,Disappointing,0
Do not seem to be prone to running or tears.. great tights !,POS,tights,great,0
Do n't fit securely due to stretch in the back strap .,NEG,back strap,NULL,1
Do n't waste your money ! !,NEG,NULL,NULL,1
Downside is they are really really pink .,NEG,they,really really pink,0
Dressing in retro to ride in our '64 Impala just makes me happy .,POS,NULL,happy,0
Dressy enough for special teas and casual enough for slacks .,POS,NULL,"Dressy enough, casual enough",0
Durable and fit as expected .,POS,NULL,"Durable, fit",0
Easier for me to make my turns .,POS,NULL,NULL,1
Easy gliding with solid construction .,POS,gliding,Easy,0
Easy gliding with solid construction .,POS,construction,solid,0
Easy to know your size .,POS,NULL,NULL,1
"Edited : this product was advertised as having a cushioned innersole : the seller says to return it , I have to pay shipping & handling to get a refund , because it is as advertised : it is not ( not innersole = will not fit me ) .",NEG,this product,"not innersole, not fit",0
Enough compression,NEU,NULL,NULL,1
Even after wearing it all day my feet are feeling great .,POS,NULL,great,0
Even if you had calves like Schwarzenegger they would be too big .,NEG,they,too big,0
"Even so , a good choice for a reasonably priced character shoe .",POS,shoe,"reasonably, good",0
"Even when I stopped dancing , I still wear them with skirts and boots .",POS,them,NULL,1
Even when they end up running around in them after dance class with no shoes on and they are n't supposed to they done end up torn right after .,POS,they,NULL,1
"Even with out that , they make you feel like your dancing when your just walking around .",POS,they,NULL,1
Everything else about these tights is amazing .,POS,tights,amazing,0
"Exactly what we expected , got well",POS,NULL,well,0
Exactly what we needed !,POS,NULL,NULL,1
Excellent,POS,NULL,Excellent,0
excellent buy for the price .,POS,price,excellent,0
Excellent dance tights .,POS,dance tights,Excellent,0
Excellent fit and look so cute .,POS,NULL,"so cute, Excellent",0
Excellent fit and size .,POS,NULL,Excellent,0
Excellent for dancing,POS,NULL,Excellent,0
Excellent price .,POS,price,Excellent,0
Excellent product and beautiful color,POS,color,beautiful,0
Excellent product and beautiful color,POS,product,Excellent,0
Excellent shipping and quality .,POS,quality,Excellent,0
Excellent shipping and quality .,POS,shipping,Excellent,0
Excellent shoe .,POS,shoe,Excellent,0
Excellent warm hoodie - great for winter .,POS,hoodie,"Excellent, warm, great",0
extremely comfortable,POS,NULL,extremely comfortable,0
Extremely uncomfortable .,NEG,NULL,Extremely uncomfortable,0
"Fabric was thinner than I thought it would be , it 's not see through but if I held the shirt up toward a lamp/light ( about 10 ' away ) I could see lamp light through the fabric .",NEG,fabric,NULL,0
"Fabric was thinner than I thought it would be , it 's not see through but if I held the shirt up toward a lamp/light ( about 10 ' away ) I could see lamp light through the fabric .",NEG,shirt,NULL,0
"Fabric was thinner than I thought it would be , it 's not see through but if I held the shirt up toward a lamp/light ( about 10 ' away ) I could see lamp light through the fabric .",NEG,Fabric,thinner,0
Fantastic !,POS,NULL,Fantastic,0
Fast service !,POS,service,Fast,0
Fast shipment too !,POS,shipment,Fast,0
"Fast shipping , very comfortable shoes .",POS,shipping,Fast,0
"Fast shipping , very comfortable shoes .",POS,shoes,very comfortable,0
favorite dance tights,POS,dance tights,favorite,0
feel great !,POS,NULL,great,0
Feels nice,POS,NULL,nice,0
"Finally , I don't get why , if they were going to make the vamp and front of the shaft out of leather , they didn't just make the back of the shaft leather too ?",NEG,NULL,NULL,1
First I LOVE THESE TIGHTS ! ! !,POS,TIGHTS,LOVE,0
"First impressions , I am pleased with them , but time will tell how they hold up .",POS,them,pleased,0
First time I have every actually seen such a bright pink hoodie !,POS,bright pink hoodie,NULL,1
Fit and feel great and can take some rough handling .,POS,NULL,great,0
Fit and take a beating so they last much longer than conventional hose .,POS,they,much longer,0
Fit exactly as expected .,POS,NULL,Fit,0
fit fine liked them,POS,them,"fine, liked",0
Fit great and my daughter loves it .,POS,NULL,"great, loves",0
"Fit just slightly small though , but still kept them .",NEG,NULL,just slightly small,0
Fit like a glove !,POS,NULL,Fit,0
"Fit like a glove , very comfortable , very durable material .",POS,NULL,very comfortable,0
"Fit like a glove , very comfortable , very durable material .",POS,material,very durable,0
Fit nice .,POS,NULL,nice,0
Fit perfect ! ! !,POS,NULL,perfect,0
Fit perfect and a good buy for the money .,POS,NULL,"good, perfect",0
"Fit perfectly , thanks !",POS,NULL,"perfectly, thanks",0
Fit perfectly .,POS,NULL,perfectly,0
Fit perfectly on my daughter who wears a 13.5-1 .,POS,NULL,perfectly,0
Fit somewhat small .,NEG,NULL,somewhat small,0
fit true to size .,POS,size,TRUE,0
Fit was great and just as expected .,POS,NULL,great,0
Fit well,POS,NULL,well,0
"Fit well , but not for long .",NEG,NULL,not for long,0
"Fit well , but not for long .",POS,NULL,well,0
Fit well and look nice,POS,NULL,"well, nice",0
"Fits as expected , works great for Ballet .",POS,NULL,"Fits, great",0
Fits as expected and is perfect for my costume ... will purchase again from here .,POS,NULL,perfect,0
Fits as expected and look nice,POS,NULL,"nice, NULL",0
Fits great,POS,NULL,great,0
Fits great and very comfortable,POS,NULL,"great, very comfortable",0
"Fits just as described , and will definitely purchase again .",POS,NULL,"Fits, NULL",0
Fits perfect ... .,POS,NULL,perfect,0
"Fits perfectly , soft and very comfortable .",POS,NULL,"perfectly, soft, very comfortable",0
Fits well .,POS,NULL,well,0
Fits well and it has a lot of quality in its construction and has neat style .,POS,quality,NULL,0
Fits well and it has a lot of quality in its construction and has neat style .,POS,style,neat,0
Fits well and it has a lot of quality in its construction and has neat style .,POS,NULL,well,0
Fits wonderfully under a Drindl dress and will give just enough poof to the skirt to make it sparkle !,POS,NULL,wonderfully,0
Fitted as I expected and snug : D too bad my time with it lasted a short while since it got hot pretty fast !,POS,NULL,"Fitted, snug",0
Fitted as I expected and snug : D too bad my time with it lasted a short while since it got hot pretty fast !,NEG,NULL,"NULL, too bad",0
Flamenco Shoes ... Happy for the fit and performance !,POS,NULL,Happy,0
Flamenco Shoes ... Happy for the fit and performance !,POS,performance,Happy,0
Follow the capezio size chart and you 're in the clear .,POS,capezio size chart,clear,0
For $ 8 you simply ca n't go wrong .,POS,NULL,NULL,1
For a heavy durable tight that looks great go no further .,POS,tight,"great, durable",0
For a heavy durable tight that looks great go no further .,NEU,tight,heavy,0
"For ballroom dancing , I would prefer the ones with suede sole ( which were not available in my size ) .",POS,suede sole,prefer,0
"For some reason , these were strange fitting.The instructions to return are so confusing I have hesitate returning them , but I do n't want to pay for a pairof shoes I ca n't & wo n't wear .",NEG,shoes,NULL,0
"For some reason , these were strange fitting.The instructions to return are so confusing I have hesitate returning them , but I do n't want to pay for a pairof shoes I ca n't & wo n't wear .",NEG,instructions to return,so confusing,0
For some reason this particular one runs small .,NEG,this particular one,small,0
For the price and brand I expect more .,NEG,brand,NULL,1
For the price and brand I expect more .,NEG,price,NULL,1
For the price it 's my go-to tight .,POS,price,NULL,1
"For this one , half a size up worked for me , but it was on the big side.WIDTH : The shoe is quite narrow , which I liked because I have slim feet .",POS,shoe,liked,0
From the reviews I thought I should order one size up but it was too large .,NEG,NULL,too large,0
Front toes area too narrow and heel area to large .,NEG,heel area,to large,0
Front toes area too narrow and heel area to large .,NEG,Front toes area,too narrow,0
Garbage .,NEG,NULL,Garbage,0
GAVE ME A BLISTER UNDER MY BIG TOE .,NEG,NULL,NULL,1
"Gentlemen , buy these and you will be amazed : ) Excellent fit , looks and comfort .",POS,NULL,Excellent,0
"Gentlemen , buy these and you will be amazed : ) Excellent fit , looks and comfort .",POS,comfort,Excellent,0
"Gentlemen , buy these and you will be amazed : ) Excellent fit , looks and comfort .",POS,looks,Excellent,0
Get a size larger than normal .,NEG,size,larger,0
"Gift was liked , said to be very comfortable",POS,NULL,"liked, very comfortable",0
"Glad I did , these are definately keepers ! They have not scratched or faded at all , although they are pleathy rather than natural materials - which works out fine for the wet mornings and little spashes because they dry quickly and without discolorization .",POS,they,NULL,0
"Glad I did , these are definately keepers ! They have not scratched or faded at all , although they are pleathy rather than natural materials - which works out fine for the wet mornings and little spashes because they dry quickly and without discolorization .",POS,They,"NULL, Glad",0
"Glad I did , these are definately keepers ! They have not scratched or faded at all , although they are pleathy rather than natural materials - which works out fine for the wet mornings and little spashes because they dry quickly and without discolorization .",NEG,they,pleathy,0
"Go down at least one or two sizes.These also are not at all as described - they are not silk touch pique but are a very rough cut material.Even worse , they are almost paper thin.Beware - you will end up paying the full amount to return ship anything defective or wrong description , etc ... to Nayked Apparel.The only beneficiary when you purchase this shirt is Port Authority and either UPS or USPS .",NEG,shirt,NULL,0
"Go down at least one or two sizes.These also are not at all as described - they are not silk touch pique but are a very rough cut material.Even worse , they are almost paper thin.Beware - you will end up paying the full amount to return ship anything defective or wrong description , etc ... to Nayked Apparel.The only beneficiary when you purchase this shirt is Port Authority and either UPS or USPS .",NEG,sizes.These,NULL,0
"Go down at least one or two sizes.These also are not at all as described - they are not silk touch pique but are a very rough cut material.Even worse , they are almost paper thin.Beware - you will end up paying the full amount to return ship anything defective or wrong description , etc ... to Nayked Apparel.The only beneficiary when you purchase this shirt is Port Authority and either UPS or USPS .",NEG,they,"NULL, thin.Beware, worse",0
"Go down at least one or two sizes.These also are not at all as described - they are not silk touch pique but are a very rough cut material.Even worse , they are almost paper thin.Beware - you will end up paying the full amount to return ship anything defective or wrong description , etc ... to Nayked Apparel.The only beneficiary when you purchase this shirt is Port Authority and either UPS or USPS .",NEG,material.Even,very rough,0
goes well with many summer dresses and shorts .,POS,NULL,well,0
good .,POS,NULL,good,0
Good arch support and side support .,POS,arch support,Good,0
Good arch support and side support .,POS,side support,Good,0
"Good buy , good shoe.I would recommend to everyone .",POS,buy,Good,0
"Good buy , good shoe.I would recommend to everyone .",POS,shoe.I,good,0
