raw_words,sentiment,aspect,opinion,subjectivity
"A heartbreaking story about a child 's gradual revelation about her extreme sexual abuse , and how the foster system is sometimes the best thing possible .",NEG,story,heartbreaking,0
"A horrible novel.No police force talks and acts like this.The plt was vague , , characters preform like zombies.the main word used is sodding '. awful book",NEG,book,awful,0
"A horrible novel.No police force talks and acts like this.The plt was vague , , characters preform like zombies.the main word used is sodding '. awful book",NEG,characters,,1
"A horrible novel.No police force talks and acts like this.The plt was vague , , characters preform like zombies.the main word used is sodding '. awful book",NEG,novel.No,horrible,0
"A horrible novel.No police force talks and acts like this.The plt was vague , , characters preform like zombies.the main word used is sodding '. awful book",NEG,plt,vague,0
A huge learning experience .,POS,,huge,0
"A kaleidoscope of plot twists , substantial characters with markedly different personas , and concise yet magnetic writing combined in a quite satisfying collision of multiple mysteries .",POS,,quite satisfying,0
"A kaleidoscope of plot twists , substantial characters with markedly different personas , and concise yet magnetic writing combined in a quite satisfying collision of multiple mysteries .",POS,characters,"substantial, NULL",0
"A kaleidoscope of plot twists , substantial characters with markedly different personas , and concise yet magnetic writing combined in a quite satisfying collision of multiple mysteries .",POS,plot twists,,1
"A kaleidoscope of plot twists , substantial characters with markedly different personas , and concise yet magnetic writing combined in a quite satisfying collision of multiple mysteries .",POS,writing,concise yet magnetic,0
"A lackluster selection of audiobooks at my local library sent me back to Lackberg 's Fjallbacka series , one I had left for dead after the lackluster second book The Preacher and it 's multitude of boring , away-from-the-actual-murder-investigation nonsense .",NEG,nonsense,"away-from-the-actual-murder-investigation, boring",0
A little internal conflict in a character is a good thing but an entire book of internal conflict was wearying .,NEG,book,wearying,0
A little light enjoyment : ),POS,,A little light enjoyment,0
"A little slow in some areas , but a good read .",NEG,,slow,0
"A little slow in some areas , but a good read .",POS,read,good,0
A little way into it though the poor editing started to annoy me .,NEG,editing,"poor, annoy",0
A magnificent book .,POS,book,magnificent,0
A marvelous review of poor Afghanistan 's sad history and the billions of dollars that have been sunk trying to help it .,POS,,marvelous,0
A masterful history of one of the most deadly diseases that has riddled mankind .,POS,history,masterful,0
"A mesmerizing , compelling book that will keep pulling you back .",POS,book,"NULL, compelling, mesmerizing",0
"A minor quibble , perhaps , but it is just one example of the lack of quality that is found in the pages of this novel especially when compared to the high quality of Faye Kellerman 's earlier books .",NEG,quality,lack,0
"A mix of the Christian beliefs mixed with sexual abuse , followed by a courageous exit .",POS,,courageous,0
A must read .,POS,read,must,0
A must read and rent .,POS,read,must,0
A must read and rent .,POS,rent,must,0
A must read for all doctors !,POS,read,must,0
"A must read for all medical professionals , and especially those in oncology .",POS,read,must,0
A must read for anyone who is even mildly interested in the biological realms of this behemoth .,POS,,,1
A perfect film .,POS,film,perfect,0
"A primo basic , must-have resource for those of us dealing with cancer in the family .",POS,,must-have,0
"A princess needs to escape before she is forced into a marriage she doesnt want , blah , blah , blah .",NEG,,,1
"A rather abrupt ending , unfortunately .",NEG,ending,unfortunately,0
A rather complicated mystery but it held together well .,POS,,well,0
"A refreshing realism , combined with excellent writing .",POS,realism,refreshing,0
"A refreshing realism , combined with excellent writing .",POS,writing,excellent,0
"A search for Alexander the Great 's long-lost tomb , and to find his body , who could resist a novel like that .",POS,novel,,1
A story that grabbed this reader and wo n't let go .,POS,story,,1
"A story that takes some of the fear away from the word cancer , and replaces it with hard-won knowledge and insight .",POS,insight,hard-won,0
"A story that takes some of the fear away from the word cancer , and replaces it with hard-won knowledge and insight .",POS,knowledge,hard-won,0
"A story that takes some of the fear away from the word cancer , and replaces it with hard-won knowledge and insight .",POS,story,,1
"A strong series but , for me , most of the interest comes as much from the plot lines of the characters ( her sister , the police captain , Erica & Patrik , etc . )",POS,plot lines,,1
"A strong series but , for me , most of the interest comes as much from the plot lines of the characters ( her sister , the police captain , Erica & Patrik , etc . )",POS,series,strong,0
"A superb historical , medical and social review of this awful disease .",POS,review,superb,0
"A superb work-engrossing , informative and well written .",POS,,"well, informative, superb, work-engrossing",0
A terrible tale of abuse that hits you in the gut .,NEG,tale,terrible,0
"A terrifying yet elucidating history of cancer , a malady that has touched us all .",NEG,history,terrifying,0
A thoroughly inspiring read .,POS,read,thoroughly inspiring,0
A total page-turner despite of the seriousness of the topic .,NEG,topic,seriousness,0
A total page-turner despite of the seriousness of the topic .,POS,,,1
A true representation of the life of new parents.Camilla Lackberg has given us another excellent novel .,POS,novel,excellent,0
A true representation of the life of new parents.Camilla Lackberg has given us another excellent novel .,POS,parents.Camilla Lackberg,,1
A very comprehensive outlook on the history and evolution of knowledge about cancer from the scarce ancient records to the overwhelming attention it gained by the second half of the 20th century up to the recent years .,POS,outlook,very comprehensive,0
A very good read .,POS,read,very good,0
"A very good read from the author who saw it all , up close and very personal .",POS,read,very good,0
"A very good story line , held your interest , and kept you guessing the finish .",POS,story line,"very good, NULL",0
A very instructive and comprehensive book about the endless fight against cancer .,POS,book,"comprehensive, very instructive",0
A very interesting book on the history of Cancer and Cancer medication .,POS,book,very interesting,0
A very readable history and explanation of cancer .,POS,,very readable,0
A very vivid look into the foster system .,POS,,very vivid,0
"A wee bit much on the local colloquialisms at times which slows the reading down if you 're not familiar , but a good story just the same .",POS,story,good,0
A well-nuanced and carefully delivered study that everyone will surely appreciate .,POS,study,"surely appreciate, carefully, well-nuanced",0
A wholly new and unknown backstory and character set sweeps over Midkemia to conclude this 2 book saga and offers a full dose of the meaninglessness of existence.It 's rather like reading 400 pages about the life of ants in an anthill that ends with a bucket of gasoline poured on the nature story by a nasty unknown kid .,NEG,,"meaninglessness, NULL",0
A worthwhile read .,POS,read,worthwhile,0
Absolutely !,POS,,Absolutely,0
Absolutely facinating and readable .,POS,,"readable, Absolutely facinating",0
Absolutely the best book on the area and what went right and what went wrong .,POS,book,Absolutely the best,0
According to the other reviews this is not the best in the series and I can see why .,NEU,,not the best,0
"Actually due to this , I fail to see why he even bothered to create different chapters.Not having a deep knowledge of the various places where action takes place , it is very confusing to figure out just where things are heading , with the exception of some of the more well-known cities or regions of Egypt.The adventures of Knox are completely ridiculous and absurd , reading more like a comic book .",NEG,,"absurd, completely ridiculous",0
"Adams balances the nitty gritty detail with just enough flair to keep you feeling engaged , not bored .",POS,Adams,,1
"Adams balances the nitty gritty detail with just enough flair to keep you feeling engaged , not bored .",POS,,,1
"Adams gives us enough history to whet our curiosity , but not so much that your eyes glaze over .",POS,history,,1
Adams has found himself a dedicated new fan !,POS,Adams,fan,0
"Adams missed the mark in making our main man , Daniel Knox , identifiable .",NEG,Adams,,1
"Adams missed the mark in making our main man , Daniel Knox , identifiable .",NEG,Daniel Knox,,1
"Add in intrigue with regards to the Macedonian freedom movement , a whole slew of people from Knox 's past filling out the supporting roles , and a mystery that spans eons ( and has yet to be solved ) and you 've got the makings of a taught historical thriller.As mentioned above , I started this book as an audiobook ( but then finished it in print because I just could n't wait to see what happened ) , and the narrator does a spectacular job with all of the different voices and accents .",POS,book,,1
"Add in intrigue with regards to the Macedonian freedom movement , a whole slew of people from Knox 's past filling out the supporting roles , and a mystery that spans eons ( and has yet to be solved ) and you 've got the makings of a taught historical thriller.As mentioned above , I started this book as an audiobook ( but then finished it in print because I just could n't wait to see what happened ) , and the narrator does a spectacular job with all of the different voices and accents .",POS,narrator,spectacular,0
Add to it a lot of local color of modern urban Sweden and you have a good read .,POS,,good,0
Add to that a general lack of literacy and bizarre editing ( like a change of scene and characters happening in the middle of a paragraph without explanation . ),NEG,editing,"bizarre, NULL",0
"Adventure and a good writing voice await you , just don't get your hopes up at the outset when the story feels like an Angels and Demons coming on .",NEG,outset,don't get your hopes up,0
"Adventure and a good writing voice await you , just don't get your hopes up at the outset when the story feels like an Angels and Demons coming on .",POS,writing voice,good,0
"After 100 pages , I still had none of my questions answered and I gave up on the book .",NEG,book,,1
"After a prologue , the main story starts out with an improbable rescue of a lady-in-distress , and at that point , I questioned whether I would finish the book .",NEU,book,,1
After all the buildup I felt let down .,NEG,,,1
"After finishing this book , I have changed my opinion of the first two books .",POS,book,,1
"After having actual video and photographic proof of what went on inside these camps , how could our government ( and the other world governments ) allow this woman to continue to lead ? The book is long , and repetitive , but still kept my attention .",NEG,book,"long, repetitive",0
"After having actual video and photographic proof of what went on inside these camps , how could our government ( and the other world governments ) allow this woman to continue to lead ? The book is long , and repetitive , but still kept my attention .",POS,book,,1
After reading six books in the series I have become a reluctant fan of author Stuart MacBride .,POS,author Stuart MacBride,,1
After reading six books in the series I have become a reluctant fan of author Stuart MacBride .,POS,six books in the series,,1
"After reading this book , I researched more specifically about things mentioned in the book ( The Story of Davidito , Flirty Fishing , the Mo Letters , etc ) and it was very disturbing to actually read the content of those items .",NEG,,very disturbing,0
"After reading this novel , I did some research and saw some of the photos of their pamphlets ( google some of the titles ) , and am shocked and horrified that this cult is still in existence , with the Queen still at the reins .",NEG,cult,"horrified, shocked",0
"After that I skimmed through to the ending , which definitely does not live up to the first third of the book.Apart from the ending , the book could have been cut by at least 100 pages .",NEG,book,,1
"After that big build-up , the actual plot was somewhat of a let-downI enjoy Rina as a character but in this book she was mostly relegated to cooking .",NEG,plot,,1
"Again , I will say that this was a good read .",POS,read,good,0
"Again Camilla Lackberg is able to weave multiple stories from the past and present with drama , humor , and sensitivity .",POS,Camilla Lackberg,,1
"Again a tale well unwound as the story proceeds , linked together with presentations of ordinary domestic life .",POS,tale,well,0
Again and again with every character so that it becomes unnatural and an obvious device .,NEG,device,"obvious, unnatural",0
All her books are super,POS,books,super,0
"All in all , an exciting tale with a big surprise ending .",POS,ending,big surprise,0
"All in all , an exciting tale with a big surprise ending .",POS,tale,exciting,0
All in all I found it to be a good read and a page turner .,POS,,good,0
All of Feist 's books are excellent .,POS,Feist 's books,excellent,0
All of these Decker-Lazrus books are fantastic .,POS,Decker-Lazrus books,fantastic,0
All potential and actively practicing doctors should read this book .,POS,book,,1
All three books were paced the same and this third book felt no different or raised anymore excitement than the other two .,NEU,third book,,1
Almost unbelievable .,NEG,,Almost unbelievable,0
"Along the way , there is a budding love affair with a woman who blamed Knox for the odd death of her archaeologist father , an evil female colleague who seems easily seduced by lovers and sources of money , a little girl desperately in need of a bone marrow transplant , rich Macedonian nationalists intent on using Alexander 's body as the means , after more than 2,000 years , of fomenting revolution to establish a separate Macedonia out of Greece and Balkan states.The Alexander Cipher beautifully blends the history of Alexander and his successors into an entertaining , rip-roaring , action-packed , page-turning adventure .",POS,states.The Alexander Cipher,,1
"Along the way , you 'll pick up some unexpected twists that also make for good mystery reading.This plot relies on a lot of coincidences .",NEU,twists,unexpected,0
"Along the way , you 'll pick up some unexpected twists that also make for good mystery reading.This plot relies on a lot of coincidences .",POS,twists,good,0
"Also , a great way to learn about all the different dinosaurs .",POS,way,great,0
"Also , biography , or fictional biography as I call it , is one of the two genres of books that Americans , even those who do not read books , end up reading in their lifetimes.We do get a fairly comprehensive history of cancer .",POS,history of cancer,fairly comprehensive,0
"Also , in a chapter about the Afghan presidential election in October 2004 , she writes that Saddam Hussein had been been executed ( didnt happen until the end of 2006 ) .",NEG,,,1
"Also , it makes cultural sense to speak of one overarching disease.One of the most astounding themes of the book is the ways in which cancer 's genesis , development , and imperative of finding ways to survive mimics life itself .",POS,themes,most astounding,0
"Also , it seems to be written in such a way as to appeal to those who are looking for titillating scenarios of older men forcing young girls ( think ten years old and younger ) into extremely sexual situations .",NEG,way,,1
"Also , just not a big fan of the writing style or the characters and way too much focus on their home lives for me .",NEU,characters,not a big fan,0
"Also , just not a big fan of the writing style or the characters and way too much focus on their home lives for me .",NEU,writing style,not a big fan,0
Also a good way to learn something about ancient history .,POS,ancient history,good,0
Also educational !,POS,,educational,0
Also explains the complexity of this one thing we call cancer .,POS,,,1
Also gladness it to know there are people like Cathy,POS,Cathy,gladness,0
Also instead of the anticipate satisfactory ending the last few pages in the third book seem like a cop-out .,NEG,ending,,1
Also needs a better proof reader as many many errors .,NEG,,,1
"Although I 'm a big fan of Camilla Lackberg , Gallows Bird was n't up to the standard of the earlier 3 books which were all much better written , far better plots / better story lines , this could n't compare to her other books , plus it was so confusing and overly wordy and it did n't make that much sense .",NEG,Gallows Bird,"so confusing, NULL, overly wordy, did n't make that much sense",0
"Although I 'm a big fan of Camilla Lackberg , Gallows Bird was n't up to the standard of the earlier 3 books which were all much better written , far better plots / better story lines , this could n't compare to her other books , plus it was so confusing and overly wordy and it did n't make that much sense .",POS,Camilla Lackberg,big fan,0
"Although I 'm a big fan of Camilla Lackberg , Gallows Bird was n't up to the standard of the earlier 3 books which were all much better written , far better plots / better story lines , this could n't compare to her other books , plus it was so confusing and overly wordy and it did n't make that much sense .",POS,books,much better,0
"Although I 'm a big fan of Camilla Lackberg , Gallows Bird was n't up to the standard of the earlier 3 books which were all much better written , far better plots / better story lines , this could n't compare to her other books , plus it was so confusing and overly wordy and it did n't make that much sense .",POS,plots,far better,0
"Although I 'm a big fan of Camilla Lackberg , Gallows Bird was n't up to the standard of the earlier 3 books which were all much better written , far better plots / better story lines , this could n't compare to her other books , plus it was so confusing and overly wordy and it did n't make that much sense .",POS,story lines,better,0
"Although I did enjoy ` A Royal Duty ' , I was shocked at Mr. Burrell 's admission that he had lied in that book - but thankfully , he informs us , it was only a ` white lie ' to ` protect ' the Princess .",POS,A Royal Duty,enjoy,0
"Although I did enjoy ` A Royal Duty ' , I was shocked at Mr. Burrell 's admission that he had lied in that book - but thankfully , he informs us , it was only a ` white lie ' to ` protect ' the Princess .",POS,,thankfully,0
"Although at times the book is technical , it does balance the science and history elegantly with the author 's personal experiences .",POS,,,1
"Although factually interested , I felt the book was slightly dry while reviewing the early history of cancer care .",NEG,book,slightly dry,0
"Although factually interested , I felt the book was slightly dry while reviewing the early history of cancer care .",POS,book,factually interested,0
"Although nonfiction , this supremely interesting book on the history of cancer reads like a novel .",POS,book,"NULL, supremely interesting",0
"Although that signals the end of a wonderful story line , the story itself has gotten more complex over time .",NEG,story,more complex,0
"Although that signals the end of a wonderful story line , the story itself has gotten more complex over time .",POS,story line,wonderful,0
"Although the book repeated things , I was able to view the situation through others eyes .",NEG,book,repeated,0
"Although the book was very technical , even a non-medical person could understand it .",POS,book,,1
"Although the first book was slow to start , the second was very good .",NEG,book,slow,0
"Although the first book was slow to start , the second was very good .",POS,second,very good,0
"Although the main protagonists appear in her other novels , it is not necessary to read them to enjoy this book .",NEU,main protagonists,,1
"Although there 's clearly a running story in the background about Patrik and Erica 's relationship , this book works well as a standalone for anyone who , like me , has n't read the previous ones in the series - an omission I now intend to rectify .",POS,book,well,0
"Although these girls suffered from dire circumstances , the end of the story offers a valuable lesson on religion and family .",NEG,circumstances,dire,0
"Although these girls suffered from dire circumstances , the end of the story offers a valuable lesson on religion and family .",POS,end of the story,valuable,0
"Although this book has many twists that confused me at times , I give any book about children being abused emotionally or physically 5 stars because being a survivor myself it takes a lot of courage and every bit of inner strength to survive .",NEG,twists,confused,0
Although this book was hard to read at times because of the disturbing content it was a book I 'm very glad I read !,NEG,book,hard,0
Although this book was hard to read at times because of the disturbing content it was a book I 'm very glad I read !,NEG,content,disturbing,0
Although this book was hard to read at times because of the disturbing content it was a book I 'm very glad I read !,POS,book,very glad,0
"Although this brave reporter must have drawn heavily from her articles and notes , the book is more than a collection dusted off for publication .",POS,book,,1
"Although this brave reporter must have drawn heavily from her articles and notes , the book is more than a collection dusted off for publication .",POS,reporter,brave,0
Altogether a satisfying read .,POS,read,satisfying,0
Always a great story ...,POS,story,great,0
Always a gripping mystery and a satisfying resolution .,POS,,"gripping, satisfying",0
Always an enjoyable read - I 've been reading this author ( and her spouse 's ) books for many years .,POS,author,,1
Always an enjoyable read - I 've been reading this author ( and her spouse 's ) books for many years .,POS,books,,1
Always an enjoyable read - I 've been reading this author ( and her spouse 's ) books for many years .,POS,read,enjoyable,0
Always enjoy reading F. Kellerman books .,POS,F. Kellerman books,enjoy,0
Amazing account of cancer treatment over the past 50 years .,POS,account,Amazing,0
Amazing book .,POS,book,Amazing,0
"Amazing detail .. sometimes difficult to read due to content , not because of the writer ... .",NEG,content,difficult,0
"Amazing detail .. sometimes difficult to read due to content , not because of the writer ... .",POS,,Amazing detail ..,0
Amazing history of cancer,POS,history of cancer,Amazing,0
"Amazing story , I 'm glad I had the opportunity to read it and understand what still happens to those who are n't as blessed to have a loving and caring family .",POS,,"NULL, glad",0
"Amazing story , I 'm glad I had the opportunity to read it and understand what still happens to those who are n't as blessed to have a loving and caring family .",POS,story,Amazing,0
Amazing story .,POS,story,Amazing,0
"Amazing story about Cancer , is a wonderful path for humanity to beat this beast .",POS,story,"wonderful, Amazing",0
Amazon does refund the return .,POS,Amazon,,1
"An amazing , comprehensive book about the history , and state of , cancer .",POS,book,"comprehensive, amazing",0
An amazing work .,POS,work,amazing,0
An enjoyable easy read for a summer 's day .,POS,easy read,enjoyable,0
An enjoyable rip-roaring action adventure with the romance of fabulous archaeological treasure to be found in Egypt.The pace of the story proceeds so fast that you really do n't have time to think about the convoluted relationships of the characters .,POS,rip-roaring action adventure,enjoyable,0
"An entertaining and enjoyable read that is n't quite as brutal as the recent Blind Eye and Flesh House , but still has plenty of MacBride 's usual mix of grimness , gore , and guffaws .",POS,read,"enjoyable, entertaining",0
An excellent novel with well-drawn characters and an ending that will surprise the reader when the murderers are revealed .,POS,characters,well-drawn,0
An excellent novel with well-drawn characters and an ending that will surprise the reader when the murderers are revealed .,POS,ending,,1
An excellent novel with well-drawn characters and an ending that will surprise the reader when the murderers are revealed .,POS,novel,excellent,0
An excellent page turner .,POS,page turner,excellent,0
An excellent read .,POS,read,excellent,0
An excellent series !,POS,series,excellent,0
An incredible book !,POS,book,incredible,0
"An informative story , but certainly very sad .",NEG,story,very sad,0
"An informative story , but certainly very sad .",POS,story,informative,0
An interesting book about his business life if that is what you are looking for in a book .,POS,book,interesting,0
"An oxymoron , yes , but still true nonetheless .",NEG,,oxymoron,0
"An ultimately moving book that details , sometimes too much , the history of Cancert .",POS,book,"ultimately moving, NULL",0
"And , finally , the plot holds together quite well .",POS,plot,quite well,0
"And , regardless of the pacing , the story just is n't even that good .",NEG,story,is n't even that good,0
"And , to Mr. Adams ' credit , he doesn't stint on the archeological find , as sometimes happens in these novels .",POS,Mr. Adams,"NULL, credit",0
And I 'm looking forward to reading the next one .,POS,next one,looking forward,0
And I do hope they remain unabridged now .,NEG,,,1
And I wonder if the author just got tired at the end .,NEG,end,,1
"And although some may view this as a quibble , the U.S. Congress authorized war in 1991 but the U.S. did not declare war , as the book states .",NEG,book,quibble,0
"And even though one might expect Feist to be going through the motions at this point , the world has become so richly imagined that he is able to keep both his own and his readers ' enthusiasm going after 30 years.So if you have liked any of Feist 's previous books , you 'll enjoy A Crown Imperiled - and if you 're a fan of high fantasy ( that is , a pre-industrial world with magic and other races aside from human ) , then go back and start with Magician , as Feist has carefully crafted a long-running series that has evolved into one of the best of its kind.Of course , some books are better than others , and in this one , Feist can't resist bringing back some characters he already killed off -- but at least he doesn't go the lengths Brian Herbert and Kevin Anderson did in their sorry finish to the Dune series .",POS,A Crown Imperiled,enjoy,0
"And even though one might expect Feist to be going through the motions at this point , the world has become so richly imagined that he is able to keep both his own and his readers ' enthusiasm going after 30 years.So if you have liked any of Feist 's previous books , you 'll enjoy A Crown Imperiled - and if you 're a fan of high fantasy ( that is , a pre-industrial world with magic and other races aside from human ) , then go back and start with Magician , as Feist has carefully crafted a long-running series that has evolved into one of the best of its kind.Of course , some books are better than others , and in this one , Feist can't resist bringing back some characters he already killed off -- but at least he doesn't go the lengths Brian Herbert and Kevin Anderson did in their sorry finish to the Dune series .",POS,Feist,enthusiasm,0
"And even though one might expect Feist to be going through the motions at this point , the world has become so richly imagined that he is able to keep both his own and his readers ' enthusiasm going after 30 years.So if you have liked any of Feist 's previous books , you 'll enjoy A Crown Imperiled - and if you 're a fan of high fantasy ( that is , a pre-industrial world with magic and other races aside from human ) , then go back and start with Magician , as Feist has carefully crafted a long-running series that has evolved into one of the best of its kind.Of course , some books are better than others , and in this one , Feist can't resist bringing back some characters he already killed off -- but at least he doesn't go the lengths Brian Herbert and Kevin Anderson did in their sorry finish to the Dune series .",POS,series,"best, carefully",0
"And even though one might expect Feist to be going through the motions at this point , the world has become so richly imagined that he is able to keep both his own and his readers ' enthusiasm going after 30 years.So if you have liked any of Feist 's previous books , you 'll enjoy A Crown Imperiled - and if you 're a fan of high fantasy ( that is , a pre-industrial world with magic and other races aside from human ) , then go back and start with Magician , as Feist has carefully crafted a long-running series that has evolved into one of the best of its kind.Of course , some books are better than others , and in this one , Feist can't resist bringing back some characters he already killed off -- but at least he doesn't go the lengths Brian Herbert and Kevin Anderson did in their sorry finish to the Dune series .",POS,world,so richly,0
