raw_words,sentiment,aspect,opinion,subjectivity
- backlit keyboard that ' s really quiet ( perfect for in - class typing or library use ),POS,backlit keyboard,"perfect, quiet",0
- battery life is great .,POS,battery life,great,0
- battery life is pretty amazing at 10 - 11hrs,POS,battery life,amazing,0
- battery sucks .,NEG,battery,sucks,0
"- beautiful , bright ips screen with full 1080p resolution",POS,screen,"bright, beautiful",0
- biggest disappointment is the track pad .,NEG,track pad,disappointment,0
"- boot time , sleep time and wake time are crazy fast .",POS,boot time,"crazy, fast",0
"- boot time , sleep time and wake time are crazy fast .",POS,sleep time,"crazy, fast",0
"- boot time , sleep time and wake time are crazy fast .",POS,wake time,"fast, crazy",0
- ddr4 ram that is upgradable .,POS,ddr4 ram,upgradable,0
- display glass not glued well on one side .,NEG,display glass,not glued well,0
- drives are now solid state drive .,NEU,solid state drive,,1
"- easily upgradeable hdd ( it comes with a 512 ssd , which is fine for now , but is easily changed out )",POS,512 ssd,fine,0
"- easily upgradeable hdd ( it comes with a 512 ssd , which is fine for now , but is easily changed out )",POS,hdd,upgradeable,0
"- even so those are forgivable offenses compared to the next and worst thing , the touchpad .",NEG,touchpad,worst,0
- fans run more often on the latest version .,NEG,fans,,1
- fast boot up ( 3 seconds ),POS,boot up,fast,0
"- for such a premium price , this is definitely the worst purchase quality wise that i have made .",NEG,,"premium, worst",0
- good screen .,POS,screen,good,0
- great quality build .,POS,quality build,great,0
- horrible customer service .,NEG,customer service,horrible,0
"- i was worried that because the chromebooks are internet based it would run slow , but so far it is very fast at processing , installing , and uploading things .",NEG,chromebooks,"slow, worried",0
"- i was worried that because the chromebooks are internet based it would run slow , but so far it is very fast at processing , installing , and uploading things .",POS,chromebooks,fast,0
- i wish the sound quality was better .,NEU,sound quality,better,0
- ips full hd screen .,NEU,hd screen,,1
- it does slow down noticeably if you ' re doing too much at once .,NEG,,,1
- it freezes up depending on the program you use and you have to restart it .,NEG,,,1
- it runs hot !,NEG,,,1
"- keyboard is not that good , i fell that there is uneven uniformity in the button press and travel , and definitely some flex .",NEG,keyboard,not that good,0
- keyboard isn ' t back - lit,NEG,keyboard,,1
- laptop is light .,POS,laptop,light,0
- love the trackpad .,POS,trackpad,trackpad,0
- memory is not easily upgradable anymore .,NEG,memory,,1
- my only real gripe is that i wish it was .,NEG,,gripe,0
- new built - in speakers .,POS,speakers,new,0
"- new ports that were not in the 2011 model : hdmi port , extra thunderbolt video port ( now it has two instead of one )",POS,ports,new,0
- new radeon graphics card ( finally ! ),POS,radeon graphics card,new,0
- no audio in port .,NEG,audio in port,,1
- no dvd drive .,NEG,dvd drive,,1
- no ethernet connection and firewire 800 port .,NEG,firewire 800 port,,1
- performance can be stuttering when under heavy load .,NEG,performance,,1
- performance is solid for chromebook use .,POS,chromebook,solid,0
- port minimalism .,NEG,port,,1
- power button next to delete button ?,NEG,delete button,,1
- power button next to delete button ?,NEG,power button,,1
- pretty loud speakers .,POS,speakers,loud,0
- retina display is actually sharper .,POS,retina display,sharper,0
- screen feels smaller than other of the same size .,NEG,screen,smaller,0
- single battery charge can last 13 - 9 hours depending on wifi / video / app demand,POS,battery charge,,1
- speakers are a little tinny ( though the volume is awesome ) and it ' s not possible to customize the equalizer on the chrome os right now : (,NEG,chrome os,,1
- speakers are a little tinny ( though the volume is awesome ) and it ' s not possible to customize the equalizer on the chrome os right now : (,NEG,speakers,tinny,0
- speakers are a little tinny ( though the volume is awesome ) and it ' s not possible to customize the equalizer on the chrome os right now : (,POS,speakers,awesome,0
- speakers can ` ` chatter ` ` after playing youtube videos for a long period of time .,NEG,speakers,,1
- tablet - mode still needs some work .,NEG,,,1
- the aluminum build is firm and solid without feeling cheap .,POS,aluminum build,"without feeling cheap, solid, firm",0
- the backlit keyboard looks nice .,POS,backlit keyboard,nice,0
- the battery life is at least 8 hours .,POS,battery life,,1
- the build quality is great but not necessarily impressive .,NEG,build quality,not necessarily impressive,0
- the build quality is great but not necessarily impressive .,POS,build quality,great,0
- the computer is 1 pound ( approx .,POS,computer,,1
- the hard drive is really slow and really loud .,NEG,hard drive,"slow, loud",0
- the hinges are just perfect .,POS,hinges,perfect,0
- the keyboard is awful .,NEG,keyboard,awful,0
- the keyboard is great and has a nice gentle / quiet click to it .,POS,keyboard,"great, quiet, nice",0
"- the keys , often described as mushy , still have a decent click and distance to them .",POS,keys,decent,0
- the keys themselves don ' t travel that much which i prefer .,POS,keys,prefer,0
"- the m3 processor is * plenty * of power for all chrome , video , and android requirements .",POS,m3 processor,,1
- the physical case is solid and of a production quality you ' d expect in machine 3 - 5x the price of this machine,POS,production quality,,1
- the screen is great in all aspects .,POS,screen,great,0
- the screen is harder to clean .,NEG,screen,,1
"- the screen looks pretty good , except when viewing anything dark .",POS,screen,good,0
- the screen size is an awkward 16 : 9 and provides a 1920x1080 resolution ( although the default is set to 1536x864 ) .,NEG,screen,awkward,0
- the spacebar is finicky .,NEG,spacebar,finicky,0
- the speakers are to the sides and not underneath so the sound isn ' t muffled when it ' s resting on something other than a flat surface,POS,speakers,,1
"- the touch screen isn ' t as accurate as i wish , for cases like tapping tiny things around the edges .",NEG,touch screen,,1
- the touchscreen works great and is very responsive .,POS,touchscreen,"responsive, great",0
- the webcam sucks but i don ' t care about that .,NEG,webcam,sucks,0
- this may be a personal preference but i did wish the screen was a tad bit brighter .,NEG,screen,brighter,0
"- though the case is plastic , the keyboard area itself has a cold metallic feel .",NEU,case,,1
"- though the case is plastic , the keyboard area itself has a cold metallic feel .",POS,keyboard area,,1
- timeout on keyboard backlight not adjustable .,NEG,keyboard,not adjustable,0
- took literally 5 + hours for windows update / setup,NEG,windows,,1
- touch pad seems a little off to me .,NEG,touch pad,,1
- touchscreen is responsive enough for gaming .,POS,touchscreen,responsive,0
- trackpad isn ' t the best .,NEU,trackpad,' t the best,0
- two usb - c for charging ( no more odd angles ! ),POS,usb - c,,1
- very decent battery life .,POS,battery life,decent,0
- windows 10 ( do i really need to list the drawbacks of 10 ?,NEG,windows 10,,1
"-Again with the printing : There 's only one decent app , it only works with a few HP printers -- not even all of them .",NEG,,,1
-ca n't beat this price for the specs .,POS,price,,1
-ca n't beat this price for the specs .,POS,specs,,1
/ / really love this device .,POS,device,love,0
"0 type - a low - profile memory stick on a usb - c adaptor , but that would be silly .",NEG,usb - c adaptor,silly,0
1 ) The position of the Power Button was a little crappy but once you disable it to `` do nothing '' then accidentally hitting it would n't be an issue,NEG,position of the Power Button,a little crappy,0
1 ) the delete button is right next to the power button,NEG,delete button,,1
"1 , bloatware from hell and 2 , a very cheap crappy 5400rpm hdd .",NEG,5400rpm hdd,"crappy, cheap",0
"1 , bloatware from hell and 2 , a very cheap crappy 5400rpm hdd .",NEG,bloatware,,1
"1 , the touchscreen stopped working after 6 months for finger presses .",NEG,touchscreen,,1
1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .,NEG,trackpad,"erratic, jerky, faulty",0
1 - itunes match ( $ 25 / yr i believe ) keeps all of your music synced across all of your ios devices with no limit .,POS,itunes match,,1
10 minutes after finishing this review started having a new issue : touch pad started acting out .,NEG,touch pad,,1
10 months in my battery will no longer charge .,NEG,battery,,1
"11 months after the purchase , it died .",NEG,,died,0
"15 ` ` screen , full sized keyboard and speed fast enough for some low quality games such as lol .",POS,keyboard,,1
"15 ` ` screen , full sized keyboard and speed fast enough for some low quality games such as lol .",POS,speed fast,fast,0
"1st , i was shocked at how easy it was to set up .",POS,set up,easy,0
"2 ) if it does not work , do n't ask for Amazon help .",NEG,Amazon,,1
2 ) slow start up and performance given,NEG,,slow,0
2 ) the battery was pretty limited .,NEG,battery,limited,0
2 ) the touchpad is way too wonky - asus needs to fix this asap .,NEG,touchpad,wonky,0
2 - right arrow key not stabilized within the body and comes off .,NEG,right arrow key,not stabilized,0
2 / 28 / 18 - a couple days ago i updated the chrome os .,NEU,chrome os,,1
2 ssd as it will not fit the slot available .,NEG,ssd,,1
2 stars taken for horrible sound quality,NEG,sound quality,horrible,0
2 usb ports and 2 thunderbolt ports on a $ 4500nz laptop ?,NEG,thunderbolt ports,,1
2 usb ports and 2 thunderbolt ports on a $ 4500nz laptop ?,NEG,usb ports,,1
"2nd problem was the game card was damaged and 3rd problem was youtube wouldn ' t work again , and the search bar on the laptop wasnt working .",NEG,game card,damaged,0
"2nd problem was the game card was damaged and 3rd problem was youtube wouldn ' t work again , and the search bar on the laptop wasnt working .",NEG,search bar,,1
"2nd problem was the game card was damaged and 3rd problem was youtube wouldn ' t work again , and the search bar on the laptop wasnt working .",NEG,youtube,,1
3 ) The charger design is a little flimsy .,NEG,charger,a little flimsy,0
3 ) you can hear the screen creak .,NEG,screen,creak,0
3. by installing `` crouton '' I have full access to Ubuntu OS for work .,POS,,,1
"5 ` ` ips screen that is gorgeous to look at , extremely bright and full 1080p resolution .",POS,,gorgeous,0
"5 years old or matched by chromebooks at half the price , the absence of a touchscreen upgrade , or the use of slower emmc storage instead of a real m .",NEG,emmc storage,slower,0
"6 - inch hd touch , intel celeron n3150 , 4gb ddr3l , 32gb , chrome , cb5 - 132t - c1lk",NEU,4gb,,1
"6 - inch hd touch , intel celeron n3150 , 4gb ddr3l , 32gb , chrome , cb5 - 132t - c1lk",NEU,cb5 - 132t - c1lk,,1
"6 - inch hd touch , intel celeron n3150 , 4gb ddr3l , 32gb , chrome , cb5 - 132t - c1lk",NEU,chrome,,1
"6 - inch hd touch , intel celeron n3150 , 4gb ddr3l , 32gb , chrome , cb5 - 132t - c1lk",NEU,hd touch,,1
"6 - inch hd touch , intel celeron n3150 , 4gb ddr3l , 32gb , chrome , cb5 - 132t - c1lk",NEU,intel celeron n3150,,1
"6 ` ` screen is big enough to read with ease , yet the item itself is light enough to tote to meetings .",POS,,"ease, big",0
"6 ` ` screen is big enough to read with ease , yet the item itself is light enough to tote to meetings .",POS,item,light,0
6 inch laptop it appears fragile the keyboard itself feels like the keys will pop out .,NEG,6 inch laptop,fragile,0
6 inch laptop it appears fragile the keyboard itself feels like the keys will pop out .,NEG,keyboard,,1
6 inch laptop it appears fragile the keyboard itself feels like the keys will pop out .,NEG,keys,,1
"8 + lbs , this one is right under 5 so it makes it nice and portable .",POS,,"nice, portable",0
8 Hour battery life is quite an overstatement ... the laptop itself tells me about 3-4 hours,NEG,battery life,overstatement,0
"8g is enough to do most daily activities , i use nvidia geforce now to play much higher end games like destiny 2 , r6 and what not .",NEU,nvidia geforce,,1
A bit laggy,NEG,,laggy,0
A good laptop with decent price .,POS,laptop,"decent, good",0
A worthy investment for people trying to find a good gaming computer under $ 1000 .,POS,gaming computer,good,0
"ASUS , should be made aware of the sub par service at this facility , ACS Technology Solutions .",NEG,ACS Technology Solutions,,1
"ASUS , should be made aware of the sub par service at this facility , ACS Technology Solutions .",NEG,ASUS,,1
"ASUS is very good quality as always , the only problem with this computer is the hard drive is not SSD , even you want to pay more its still have 1000G HDD .",NEG,hard drive,,1
"ASUS is very good quality as always , the only problem with this computer is the hard drive is not SSD , even you want to pay more its still have 1000G HDD .",POS,ASUS,good,0
"ASUS is very good quality as always , the only problem with this computer is the hard drive is not SSD , even you want to pay more its still have 1000G HDD .",POS,quality,good,0
"About the laptop , I really liked it .",POS,laptop,liked,0
Absolutely NO VOLUME AT ALL .,NEG,VOLUME,,1
Absolutely love it !,POS,,love,0
Acer 's a work horse -- a fast and strong one .,POS,Acer,"strong, fast",0
"After 50 % of Chrome OS updates , system recovery is required to reboot .",NEG,Chrome OS,,1
After I set up my fingerprint scan it does the fast and easy boot up every time .,POS,boot up,easy,0
After I set up my fingerprint scan it does the fast and easy boot up every time .,POS,fingerprint scan,fast,0
After a week of aggravation i returned it,NEG,,,1
"After following the instructions , the laptop would n't power on unless connected to the charger .",NEG,laptop,,1
"After one month of purchase , both the screen and the power circuit are bad .",NEG,power circuit,bad,0
"After one month of purchase , both the screen and the power circuit are bad .",NEG,screen,bad,0
"After reading the reviews and recommendations , bought Crucial 8GB Single DDR4 2400 MT/s ( PC4-19200 ) DR x8 Unbuffered SODIMM 260-Pin Memory - CT8G4SFD824A .",POS,8GB Single DDR4 2400 MT/s ( PC4-19200 ) DR x8 Unbuffered SODIMM 260-Pin Memory - CT8G4SFD824A,Crucial,0
All around a great buy .,POS,,great,0
All good,POS,,good,0
"All in all , an excellent machine that does everything I want it to do .",POS,machine,excellent,0
"Also , feeling really excited that the delivery is pretty fast with extream high quality .",POS,delivery,pretty fast,0
"Also , the keyboard is raised in one area , almost looking warped .",NEG,keyboard,,1
"Also , to my pleasant surprise , there is also an internal empty M.2 slot albeit SSD and not NVMe .",POS,empty M.2 slot,surprise,0
Also the battery life on it is only a couple of hours .,NEG,battery life,,1
Also the computer is super light .,POS,computer,super light,0
Amazing .,POS,,Amazing,0
Amazing great one !,POS,,"great, Amazing",0
Amazing nothing wrong with it at all !,POS,,,1
"And now I can ' t get the support website to give me an RMA because it is coded so poorly ( Privacy Badger counts 24 trackers running on it , but password reset doesn ' t work ) .",NEG,support website,poorly,0
And the laptop its self is not the best idea to buy because it has trouble find wifi and the system of the macs are broke because of how the Apple Store are not inventing it properly,NEG,laptop,,1
And the laptop its self is not the best idea to buy because it has trouble find wifi and the system of the macs are broke because of how the Apple Store are not inventing it properly,NEG,system,,1
And the light weight ( < 4lbs ) and long battery life are wonderful if you like to carry it around .,POS,,"wonderful, light",0
And the light weight ( < 4lbs ) and long battery life are wonderful if you like to carry it around .,POS,battery life,"wonderful, long",0
"Antiglare screen , nice bright to work long hours ...",POS,screen,nice,0
Apon arrival it did n't even work ( 08/05/2018 ) .,NEG,,,1
Arrived on time .,POS,,,1
As a chromebook it works beautifully but we could n't get remote support so we sent it back .,NEG,support,,1
As a chromebook it works beautifully but we could n't get remote support so we sent it back .,POS,chromebook,beautifully,0
"As far as I can tell , despite be very explicit about what 's wrong with my laptop , their customer serivce reps are not super tech saavy , nor do they document much for the service rep .",NEG,customer serivce reps,,1
"As it is very light , it 's rather flimsy .",NEG,,flimsy,0
"As soon as a complete testing it , wil upgrade the RAM .",NEG,RAM,,1
At one point I went to open the laptop and heard an awful noise - there was a an issue with the hinge .,NEG,hinge,,1
At one point I went to open the laptop and heard an awful noise - there was a an issue with the hinge .,NEG,laptop,awful,0
"At this price point , the screen is one of the nicer ones .",POS,screen,nicer,0
Awesome purchase .,POS,purchase,Awesome,0
"Awesomeness , now that I got it to update and everything , including apps , works !",POS,,,1
"Bad audio - comes with bad drivers and even when you change drivers the audio quality does n't improve , sometimes get worse .",NEG,audio,Bad,0
"Bad quality , does n't work well after a few weeks , its tooo slow",NEG,,slow,0
"Bad quality , does n't work well after a few weeks , its tooo slow",NEG,quality,Bad,0
Bad speakers,NEG,speakers,Bad,0
"Basically , the computer is not terrible , but Acer is , so if you wind up with a faulty one , you 're going to spend a lot of time and potentially $ $ trying to get it fixed .",NEG,Acer,,1
"Basically , the computer is not terrible , but Acer is , so if you wind up with a faulty one , you 're going to spend a lot of time and potentially $ $ trying to get it fixed .",NEU,computer,not terrible,0
Basically i paid for a laptop that died after two days,NEG,laptop,,1
Battery : it says 8 hr but cant go more than 5 hr with normal browsing .,NEG,Battery,,1
Battery lasts a long time and charges quickly .,POS,Battery,,1
Battery performance is not good .,NEG,Battery performance,not good,0
Beautiful resolution,POS,resolution,Beautiful,0
Besides that I absolutely love it .,POS,,love,0
Bigger screen,POS,screen,Bigger,0
Boot times of 5+ minutes .,NEG,,,1
Bought it for my grandson to use in school .,NEU,,,1
But a few weeks ago the touch screen stopped working except with the stylus .,NEG,touch screen,,1
But anything past that we may experience that it can be slow at times .,NEG,,slow,0
But it is easy to upgrade - also easy to add more RAM if you want to .,POS,,"easy, easy",0
But the hard drive is too slow and noisy .,NEG,hard drive,"noisy, slow",0
But the hard-drive makes a lot of noise and its being utilized 100 % most of the time .,NEG,hard-drive,,1
Buy an ipad and dont waste your money .,NEG,,,1
Buy it ....,POS,,,1
Buyer 's remorse deepening .,NEG,,,1
CRC and MFT errors .,NEG,CRC,,1
CRC and MFT errors .,NEG,MFT,,1
Came with ghost touches .,NEG,,ghost,0
Camera and microphone are both high enough quality for discord/google hangouts/etc .,POS,Camera,high,0
Camera and microphone are both high enough quality for discord/google hangouts/etc .,POS,microphone,high,0
Can not wait to try .,POS,,,1
Can use a lot of system resources without problem .,POS,,,1
Cheap Keyboard without backlight,NEG,Keyboard,Cheap,0
Cheap quality build and terrible experience overall .,NEG,experience,terrible,0
Cheap quality build and terrible experience overall .,NEG,quality build,Cheap,0
Chrome OS often stop working .,NEG,Chrome OS,,1
Chromebooks definitely have some bugs to work out- printing is a huge issue .,NEG,printing,,1
Compact good screen resolution and useful configurations .,POS,configurations,useful,0
Compact good screen resolution and useful configurations .,POS,screen resolution,good,0
Computer is pretty much a steal at this price .,POS,price,pretty much a steal,0
"Computer is super slow , could n't handle what I wanted to do .",NEG,Computer,super slow,0
Consider a wireless mouse if you get this comp .,NEU,comp,,1
Cracked screen .,NEG,screen,Cracked,0
DO N'T DO IT ! !,NEG,,,1
Dead on arrival .,NEG,,Dead,0
Decent battery life,POS,battery life,Decent,0
Decent laptop for low budget .,POS,laptop,Decent,0
Definitely needs an SSD which I added the crucial mx300 which now gives great performance especially given its less than 600 price including the SSD upgrade .,POS,mx300,"great, NULL",0
Delete button next to power button is a huge issue .,NEG,Delete button,,1
Delivery - very fast by courier .,POS,Delivery,very fast,0
"Delivery was a bit off but I blame USPS on that , they suck in my area .",NEG,Delivery,,1
"Delivery was a bit off but I blame USPS on that , they suck in my area .",NEG,USPS,,1
Did a ton of research on laptops and decided on this one .,POS,,,1
"Disappointed , packed it up and sent it back .",NEG,,Disappointed,0
Display : it is good unless you are working on somewhere bright .,POS,Display,good,0
Display is quite vivid .,POS,Display,quite vivid,0
Does get a little hot while running so I suggest a cooling pad of some sort .,NEG,,,1
Does n't even last for a year or a month I 'm just saying because you do n't want to waste your money in this waste of time,NEG,,,1
Does n't weight too much either .,POS,,,1
"Dont have a slot to use a security lock cable ... Yup it does not ... No , it doesnt have one ...",NEG,,,1
Easy to replace/add components,POS,components,Easy,0
Easy to use and I think it 's a great size ... ca n't beat that price either !,POS,price,,1
Easy to use and I think it 's a great size ... ca n't beat that price either !,POS,size,great,0
Easy to use and I think it 's a great size ... ca n't beat that price either !,POS,use,Easy,0
Enjoy this excellent machine !,POS,machine,"excellent, Enjoy",0
"Even with that issue , I would have given it four stars , however , while they had it , they flashed the BIOS , and must not have done it properly because it has since sporadically shut down when I 'm on battery power .",NEG,they,,1
"Even without a SSD , it is still pretty fast .",POS,,fast,0
Everything I 've tested on it so far ran extremely smoothly .,POS,,extremely smoothly,0
Everything else is good .,POS,,good,0
Everything feels of very high quality for the price point .,POS,,high,0
Everything from the heating system to the keyboard feels well built .,POS,heating system,well,0
Everything from the heating system to the keyboard feels well built .,POS,keyboard,well,0
Everything is fast and responsive .,POS,,"responsive, fast",0
"Everything is slow , even the cursor in Excel moves slowly .",NEG,,slow,0
Everything on this laptop is nice except one thing - the drive seems pretty slow .,NEG,drive,pretty slow,0
Everything on this laptop is nice except one thing - the drive seems pretty slow .,POS,laptop,nice,0
Excellent choice,POS,,Excellent,0
Excellent for the price,POS,,Excellent,0
"Excellent hardware , but the Acer website ... is slow and not well designed .",NEG,Acer website,"not well, slow",0
"Excellent hardware , but the Acer website ... is slow and not well designed .",POS,hardware,Excellent,0
Excellent low price notebook,POS,notebook,"low, Excellent",0
Extremely Disappointed as monitor will not come on although power button light is on .,NEG,monitor,,1
Extremely dissapointed in this purchase .,NEG,purchase,Extremely dissapointed,0
Failed after really limited use despite utmost care and no apparent physical damage,NEG,,Failed,0
Fantastic laptop and can run more games than I thought it would be able to !,POS,laptop,"Fantastic, NULL",0
Far beyond the expectation !,POS,,,1
"Fast , feature rich .",POS,,"Fast, rich",0
"Fast , works great",POS,,"great, Fast",0
Fast and effective .,POS,,"Fast, effective",0
Fast and responsive when you are n't beating on the hard drive ( see below . ),POS,,"Fast, responsive",0
"Faster , nicer looking .",POS,,Faster,0
"Faster , nicer looking .",POS,looking,nicer,0
Feel really disappointed as was so happy with previous model .,NEG,,really disappointed,0
Feel really disappointed as was so happy with previous model .,POS,previous model,happy,0
"Finally , annoying but not fatal : the trackpad lacks separate buttons and is hyper sensitive so that the computer perceives a click when web browsing .",NEG,trackpad,,1
Fine product .,NEU,product,Fine,0
Fingerprint Scanner works great .,POS,Fingerprint Scanner,great,0
Fingerprint reader is nice for signing in .,POS,Fingerprint reader,nice,0
"First , the back light for the keyboard turns off after 30 seconds .",NEG,back light,,1
First let me start with this : I had to return this item .,NEG,item,,1
First off its crazy how light this is .,POS,,light,0
Fit my needs .,POS,,Fit,0
Five Stars !,POS,,,1
"For 500 $ it 's the best laptop to choose : great display , powerful CPU , beatiful and light body .",POS,CPU,powerful,0
"For 500 $ it 's the best laptop to choose : great display , powerful CPU , beatiful and light body .",POS,display,great,0
"For 500 $ it 's the best laptop to choose : great display , powerful CPU , beatiful and light body .",POS,laptop,"beatiful, light, best",0
For the price this laptop is great !,POS,laptop,great,0
For the price you can do much better .,NEG,price,,1
"For the price you can not go wrong , especially having an 8th gen Intel processor .",POS,8th gen Intel processor,,1
"For the price you can not go wrong , especially having an 8th gen Intel processor .",POS,price,not go wrong,0
"Generally , the opening time is less than 10 seconds .",POS,opening time,,1
Genuine good quality product as per displayed,POS,quality,good,0
Gift recipient seems very happy with the Chromebook .,POS,Chromebook,happy,0
Gifted the laptop to my sis she loved it,POS,laptop,loved,0
Good,POS,,Good,0
"Good : Well-built , good looking body .",POS,body,"Good, good looking, Well-built",0
Good budget laptop but you can make it great with a few updates,POS,laptop,Good,0
Good budget laptop but you can make it great with a few updates,POS,updates,,1
Good for school,POS,,Good,0
Good for watching the office and gaming .,POS,,Good,0
Good laptop,POS,laptop,Good,0
Good one with reasonable price .,POS,,"Good, reasonable",0
"Good product , good service",POS,product,Good,0
"Good product , good service",POS,service,good,0
Good product delivered timely,POS,product,"timely, Good",0
Good screen and light design,POS,,light,0
Good screen and light design,POS,screen,Good,0
Good screen colors .,POS,screen colors,Good,0
Good value for the money .,POS,,Good,0
Got this for my twin first graders to do their I-ready school assignments and it starts up so fast .,POS,,so fast,0
"Got what I expected , works wonderfully",POS,,,1
Great !,POS,,Great,0
Great CPU,POS,CPU,Great,0
Great Item !,NEG,,,1
